date,amount,phase,containment,zone,plume_group,region
2100-01-01,1448927.5947580764,dissolved_water,outside,all,all,all
2120-01-01,1924282.9001599108,dissolved_water,outside,all,all,all
2140-01-01,2448479.3718347833,dissolved_water,outside,all,all,all
2160-01-01,3010577.908732805,dissolved_water,outside,all,all,all
2180-01-01,3601402.4388144882,dissolved_water,outside,all,all,all
2200-01-01,4213785.746082332,dissolved_water,outside,all,all,all
2020-01-01,67588134.51346314,gas,outside,all,all,all
2040-01-01,120525459.28038555,gas,outside,all,all,all
2060-01-01,195421572.9589258,gas,outside,all,all,all
2080-01-01,292452237.90499216,gas,outside,all,all,all
2100-01-01,409706575.00997,gas,outside,all,all,all
2120-01-01,544120602.8700176,gas,outside,all,all,all
2140-01-01,692345222.1120039,gas,outside,all,all,all
2160-01-01,851287233.571904,gas,outside,all,all,all
2180-01-01,1018351961.669693,gas,outside,all,all,all
2200-01-01,1191512765.785566,gas,outside,all,all,all
2020-01-01,44850721.81442024,total,total,toptherys,all,all
2040-01-01,51072846.10611427,total,total,toptherys,all,all
2060-01-01,57830690.9616159,total,total,toptherys,all,all
2080-01-01,65161833.18109357,total,total,toptherys,all,all
2100-01-01,73099671.46502009,total,total,toptherys,all,all
2120-01-01,81673160.50409311,total,total,toptherys,all,all
2140-01-01,90906672.75244991,total,total,toptherys,all,all
2160-01-01,100820951.47946882,total,total,toptherys,all,all
2180-01-01,111435292.9848049,total,total,toptherys,all,all
2200-01-01,122769901.44782214,total,total,toptherys,all,all
2020-01-01,3803534.5001572636,dissolved_water,total,toptherys,all,all
2040-01-01,4331197.455185019,dissolved_water,total,toptherys,all,all
2060-01-01,4904291.822784396,dissolved_water,total,toptherys,all,all
2080-01-01,5526004.277552015,dissolved_water,total,toptherys,all,all
2100-01-01,6199167.17322421,dissolved_water,total,toptherys,all,all
2120-01-01,6926235.992356262,dissolved_water,total,toptherys,all,all
2140-01-01,7709277.624095041,dissolved_water,total,toptherys,all,all
2160-01-01,8550051.187077792,dissolved_water,total,toptherys,all,all
2180-01-01,9450193.090666503,dissolved_water,total,toptherys,all,all
2200-01-01,10411416.73630992,dissolved_water,total,toptherys,all,all
2020-01-01,41047187.31426297,gas,total,toptherys,all,all
2040-01-01,46741648.65092925,gas,total,toptherys,all,all
2060-01-01,52926399.1388315,gas,total,toptherys,all,all
2080-01-01,59635828.90354156,gas,total,toptherys,all,all
2100-01-01,66900504.29179588,gas,total,toptherys,all,all
2120-01-01,74746924.51173685,gas,total,toptherys,all,all
2140-01-01,83197395.12835488,gas,total,toptherys,all,all
2160-01-01,92270900.29239103,gas,total,toptherys,all,all
2180-01-01,101985099.8941384,gas,total,toptherys,all,all
2200-01-01,112358484.71151221,gas,total,toptherys,all,all
2020-01-01,44850721.81442024,total,contained,toptherys,all,all
2040-01-01,51072846.10611427,total,contained,toptherys,all,all
2060-01-01,57830690.9616159,total,contained,toptherys,all,all
2080-01-01,65161833.181093566,total,contained,toptherys,all,all
2100-01-01,73099671.46501996,total,contained,toptherys,all,all
2120-01-01,81673160.50409198,total,contained,toptherys,all,all
2140-01-01,90906672.75244218,total,contained,toptherys,all,all
2160-01-01,100820951.47942449,total,contained,toptherys,all,all
2180-01-01,111435292.98458584,total,contained,toptherys,all,all
2200-01-01,122769901.4468721,total,contained,toptherys,all,all
2020-01-01,3803534.5001572636,dissolved_water,contained,toptherys,all,all
2040-01-01,4331197.455185019,dissolved_water,contained,toptherys,all,all
2060-01-01,4904291.822784396,dissolved_water,contained,toptherys,all,all
2080-01-01,5526004.277552015,dissolved_water,contained,toptherys,all,all
2100-01-01,6199167.173224209,dissolved_water,contained,toptherys,all,all
2120-01-01,6926235.992356258,dissolved_water,contained,toptherys,all,all
2140-01-01,7709277.624095014,dissolved_water,contained,toptherys,all,all
2160-01-01,8550051.187077636,dissolved_water,contained,toptherys,all,all
2180-01-01,9450193.090665732,dissolved_water,contained,toptherys,all,all
2200-01-01,10411416.736306572,dissolved_water,contained,toptherys,all,all
2020-01-01,41047187.31426297,gas,contained,toptherys,all,all
2040-01-01,46741648.65092925,gas,contained,toptherys,all,all
2060-01-01,52926399.1388315,gas,contained,toptherys,all,all
2080-01-01,59635828.90354155,gas,contained,toptherys,all,all
2100-01-01,66900504.291795745,gas,contained,toptherys,all,all
2120-01-01,74746924.51173572,gas,contained,toptherys,all,all
2140-01-01,83197395.12834717,gas,contained,toptherys,all,all
2160-01-01,92270900.29234685,gas,contained,toptherys,all,all
2180-01-01,101985099.89392011,gas,contained,toptherys,all,all
2200-01-01,112358484.71056552,gas,contained,toptherys,all,all
2020-01-01,0.0,total,hazardous,toptherys,all,all
2040-01-01,0.0,total,hazardous,toptherys,all,all
2060-01-01,0.0,total,hazardous,toptherys,all,all
2080-01-01,0.0,total,hazardous,toptherys,all,all
2100-01-01,0.0,total,hazardous,toptherys,all,all
2120-01-01,0.0,total,hazardous,toptherys,all,all
2140-01-01,0.0,total,hazardous,toptherys,all,all
2160-01-01,0.0,total,hazardous,toptherys,all,all
2180-01-01,0.0,total,hazardous,toptherys,all,all
2200-01-01,0.0,total,hazardous,toptherys,all,all
2020-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2040-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2060-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2080-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2100-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2120-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2140-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2160-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2180-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2200-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2020-01-01,0.0,gas,hazardous,toptherys,all,all
2040-01-01,0.0,gas,hazardous,toptherys,all,all
2060-01-01,0.0,gas,hazardous,toptherys,all,all
2080-01-01,0.0,gas,hazardous,toptherys,all,all
2100-01-01,0.0,gas,hazardous,toptherys,all,all
2120-01-01,0.0,gas,hazardous,toptherys,all,all
2140-01-01,0.0,gas,hazardous,toptherys,all,all
2160-01-01,0.0,gas,hazardous,toptherys,all,all
2180-01-01,0.0,gas,hazardous,toptherys,all,all
2200-01-01,0.0,gas,hazardous,toptherys,all,all
2020-01-01,0.0,total,outside,toptherys,all,all
2040-01-01,0.0,total,outside,toptherys,all,all
2060-01-01,0.0,total,outside,toptherys,all,all
2080-01-01,9.551543595712854e-09,total,outside,toptherys,all,all
2100-01-01,1.3215066369411605e-07,total,outside,toptherys,all,all
2120-01-01,1.1318667127975828e-06,total,outside,toptherys,all,all
2140-01-01,7.729680652440575e-06,total,outside,toptherys,all,all
2160-01-01,4.433569344011261e-05,total,outside,toptherys,all,all
2180-01-01,0.00021905925059186902,total,outside,toptherys,all,all
2200-01-01,0.0009500377944685139,total,outside,toptherys,all,all
2020-01-01,0.0,dissolved_water,outside,toptherys,all,all
2040-01-01,0.0,dissolved_water,outside,toptherys,all,all
2060-01-01,0.0,dissolved_water,outside,toptherys,all,all
2080-01-01,3.366000211766103e-11,dissolved_water,outside,toptherys,all,all
2100-01-01,4.657039540489348e-10,dissolved_water,outside,toptherys,all,all
2120-01-01,3.9887412508672406e-09,dissolved_water,outside,toptherys,all,all
2140-01-01,2.7239687964861908e-08,dissolved_water,outside,toptherys,all,all
2160-01-01,1.562406662470752e-07,dissolved_water,outside,toptherys,all,all
2180-01-01,7.719731125056175e-07,dissolved_water,outside,toptherys,all,all
2200-01-01,3.347969242167457e-06,dissolved_water,outside,toptherys,all,all
2020-01-01,0.0,gas,outside,toptherys,all,all
2040-01-01,0.0,gas,outside,toptherys,all,all
2060-01-01,0.0,gas,outside,toptherys,all,all
2080-01-01,9.517883593595192e-09,gas,outside,toptherys,all,all
2100-01-01,1.3168495974006713e-07,gas,outside,toptherys,all,all
2120-01-01,1.1278779715467156e-06,gas,outside,toptherys,all,all
2140-01-01,7.702440964475714e-06,gas,outside,toptherys,all,all
2160-01-01,4.417945277386554e-05,gas,outside,toptherys,all,all
2180-01-01,0.0002182872774793634,gas,outside,toptherys,all,all
2200-01-01,0.0009466898252263465,gas,outside,toptherys,all,all
2020-01-01,1794041219.80758,total,total,topvolantis,all,all
2040-01-01,2026572079.2293873,total,total,topvolantis,all,all
2060-01-01,2275682598.788392,total,total,topvolantis,all,all
2080-01-01,2538345825.244973,total,total,topvolantis,all,all
2100-01-01,2810882112.1933904,total,total,topvolantis,all,all
2120-01-01,3089901054.053546,total,total,topvolantis,all,all
2140-01-01,3372906772.6790566,total,total,topvolantis,all,all
2160-01-01,3658524840.523357,total,total,topvolantis,all,all
2180-01-01,3946452774.657078,total,total,topvolantis,all,all
2200-01-01,4237262726.2477207,total,total,topvolantis,all,all
2020-01-01,146628115.02070862,dissolved_water,total,topvolantis,all,all
2040-01-01,162027385.2543406,dissolved_water,total,topvolantis,all,all
2060-01-01,177038376.14326096,dissolved_water,total,topvolantis,all,all
2080-01-01,191387019.46798396,dissolved_water,total,topvolantis,all,all
2100-01-01,204912201.09451535,dissolved_water,total,topvolantis,all,all
2120-01-01,217568924.34034958,dissolved_water,total,topvolantis,all,all
2140-01-01,229408413.0974191,dissolved_water,total,topvolantis,all,all
2160-01-01,240553124.83183655,dissolved_water,total,topvolantis,all,all
2180-01-01,251173178.17992836,dissolved_water,total,topvolantis,all,all
2200-01-01,261465008.96409467,dissolved_water,total,topvolantis,all,all
2020-01-01,1647413104.7868714,gas,total,topvolantis,all,all
2040-01-01,1864544693.9750469,gas,total,topvolantis,all,all
2060-01-01,2098644222.6451309,gas,total,topvolantis,all,all
2080-01-01,2346958805.7769895,gas,total,topvolantis,all,all
2100-01-01,2605969911.098875,gas,total,topvolantis,all,all
2120-01-01,2872332129.713197,gas,total,topvolantis,all,all
2140-01-01,3143498359.5816374,gas,total,topvolantis,all,all
2160-01-01,3417971715.6915207,gas,total,topvolantis,all,all
2180-01-01,3695279596.4771495,gas,total,topvolantis,all,all
2200-01-01,3975797717.283626,gas,total,topvolantis,all,all
2020-01-01,1726122803.1268096,total,contained,topvolantis,all,all
2040-01-01,1905362889.9639106,total,contained,topvolantis,all,all
2060-01-01,2078923486.5755243,total,contained,topvolantis,all,all
2080-01-01,2243388688.558102,total,contained,topvolantis,all,all
2100-01-01,2396650947.067378,total,contained,topvolantis,all,all
2120-01-01,2537876211.4626207,total,contained,topvolantis,all,all
2140-01-01,2667208145.5290017,total,contained,topvolantis,all,all
2160-01-01,2785445009.502289,total,contained,topvolantis,all,all
2180-01-01,2893775838.5623627,total,contained,topvolantis,all,all
2200-01-01,2993587572.559072,total,contained,topvolantis,all,all
2020-01-01,146382652.6664753,dissolved_water,contained,topvolantis,all,all
2040-01-01,161582984.4898286,dissolved_water,contained,topvolantis,all,all
2060-01-01,176301671.06552386,dissolved_water,contained,topvolantis,all,all
2080-01-01,190249028.97883493,dissolved_water,contained,topvolantis,all,all
2100-01-01,203246329.00499922,dissolved_water,contained,topvolantis,all,all
2120-01-01,215222840.05522794,dissolved_water,contained,topvolantis,all,all
2140-01-01,226190745.4376422,dissolved_water,contained,topvolantis,all,all
2160-01-01,236217741.06044635,dissolved_water,contained,topvolantis,all,all
2180-01-01,245404662.23120335,dissolved_water,contained,topvolantis,all,all
2200-01-01,253869127.42638654,dissolved_water,contained,topvolantis,all,all
2020-01-01,1579740150.4603343,gas,contained,topvolantis,all,all
2040-01-01,1743779905.474082,gas,contained,topvolantis,all,all
2060-01-01,1902621815.5100005,gas,contained,topvolantis,all,all
2080-01-01,2053139659.5792673,gas,contained,topvolantis,all,all
2100-01-01,2193404618.062379,gas,contained,topvolantis,all,all
2120-01-01,2322653371.407393,gas,contained,topvolantis,all,all
2140-01-01,2441017400.0913596,gas,contained,topvolantis,all,all
2160-01-01,2549227268.4418426,gas,contained,topvolantis,all,all
2180-01-01,2648371176.331159,gas,contained,topvolantis,all,all
2200-01-01,2739718445.1326857,gas,contained,topvolantis,all,all
2020-01-01,91256.68139133565,total,hazardous,topvolantis,all,all
2040-01-01,257491.6123779341,total,hazardous,topvolantis,all,all
2060-01-01,646430.7217823985,total,hazardous,topvolantis,all,all
2080-01-01,1470641.2339275996,total,hazardous,topvolantis,all,all
2100-01-01,3075662.5212844624,total,hazardous,topvolantis,all,all
2120-01-01,5979956.820750314,total,hazardous,topvolantis,all,all
2140-01-01,10904925.666231468,total,hazardous,topvolantis,all,all
2160-01-01,18782019.540520243,total,hazardous,topvolantis,all,all
2180-01-01,30723571.986645605,total,hazardous,topvolantis,all,all
2200-01-01,47948602.15890018,total,hazardous,topvolantis,all,all
2020-01-01,6436.86831722779,dissolved_water,hazardous,topvolantis,all,all
2040-01-01,18162.391798577813,dissolved_water,hazardous,topvolantis,all,all
2060-01-01,45596.545577635676,dissolved_water,hazardous,topvolantis,all,all
2080-01-01,103732.941197839,dissolved_water,hazardous,topvolantis,all,all
2100-01-01,216944.49475806364,dissolved_water,hazardous,topvolantis,all,all
2120-01-01,421801.3849617432,dissolved_water,hazardous,topvolantis,all,all
2140-01-01,769188.2879422131,dissolved_water,hazardous,topvolantis,all,all
2160-01-01,1324805.8626577077,dissolved_water,hazardous,topvolantis,all,all
2180-01-01,2167113.509912086,dissolved_water,hazardous,topvolantis,all,all
2200-01-01,3382095.791632504,dissolved_water,hazardous,topvolantis,all,all
2020-01-01,84819.81307410785,gas,hazardous,topvolantis,all,all
2040-01-01,239329.22057935628,gas,hazardous,topvolantis,all,all
2060-01-01,600834.1762047629,gas,hazardous,topvolantis,all,all
2080-01-01,1366908.2927297605,gas,hazardous,topvolantis,all,all
2100-01-01,2858718.026526399,gas,hazardous,topvolantis,all,all
2120-01-01,5558155.435788571,gas,hazardous,topvolantis,all,all
2140-01-01,10135737.378289254,gas,hazardous,topvolantis,all,all
2160-01-01,17457213.677862536,gas,hazardous,topvolantis,all,all
2180-01-01,28556458.47673352,gas,hazardous,topvolantis,all,all
2200-01-01,44566506.367267676,gas,hazardous,topvolantis,all,all
2020-01-01,67827159.99937923,total,outside,topvolantis,all,all
2040-01-01,120951697.65309899,total,outside,topvolantis,all,all
2060-01-01,196112681.49108526,total,outside,topvolantis,all,all
2080-01-01,293486495.4529434,total,outside,topvolantis,all,all
2100-01-01,411155502.60472786,total,outside,topvolantis,all,all
2120-01-01,546044885.7701753,total,outside,topvolantis,all,all
2140-01-01,694793701.4838233,total,outside,topvolantis,all,all
2160-01-01,854297811.4805481,total,outside,topvolantis,all,all
2180-01-01,1021953364.1080694,total,outside,topvolantis,all,all
2200-01-01,1195726551.5297484,total,outside,topvolantis,all,all
2020-01-01,239025.48591609587,dissolved_water,outside,topvolantis,all,all
2040-01-01,426238.37271342764,dissolved_water,outside,topvolantis,all,all
2060-01-01,691108.5321594508,dissolved_water,outside,topvolantis,all,all
2080-01-01,1034257.5479512025,dissolved_water,outside,topvolantis,all,all
2100-01-01,1448927.5947580754,dissolved_water,outside,topvolantis,all,all
2120-01-01,1924282.9001599029,dissolved_water,outside,topvolantis,all,all
2140-01-01,2448479.371834729,dissolved_water,outside,topvolantis,all,all
2160-01-01,3010577.9087324925,dissolved_water,outside,topvolantis,all,all
2180-01-01,3601402.438812944,dissolved_water,outside,topvolantis,all,all
2200-01-01,4213785.746075636,dissolved_water,outside,topvolantis,all,all
2020-01-01,67588134.51346314,gas,outside,topvolantis,all,all
2040-01-01,120525459.28038555,gas,outside,topvolantis,all,all
2060-01-01,195421572.9589258,gas,outside,topvolantis,all,all
2080-01-01,292452237.90499216,gas,outside,topvolantis,all,all
2100-01-01,409706575.0099698,gas,outside,topvolantis,all,all
2120-01-01,544120602.8700154,gas,outside,topvolantis,all,all
2140-01-01,692345222.1119885,gas,outside,topvolantis,all,all
2160-01-01,851287233.5718156,gas,outside,topvolantis,all,all
2180-01-01,1018351961.6692564,gas,outside,topvolantis,all,all
2200-01-01,1191512765.7836728,gas,outside,topvolantis,all,all
2020-01-01,44850721.81442024,total,total,topvolon,all,all
2040-01-01,51072846.10611427,total,total,topvolon,all,all
2060-01-01,57830690.9616159,total,total,topvolon,all,all
2080-01-01,65161833.18109357,total,total,topvolon,all,all
2100-01-01,73099671.46502009,total,total,topvolon,all,all
2120-01-01,81673160.50409311,total,total,topvolon,all,all
2140-01-01,90906672.75244991,total,total,topvolon,all,all
2160-01-01,100820951.47946882,total,total,topvolon,all,all
2180-01-01,111435292.9848049,total,total,topvolon,all,all
2200-01-01,122769901.44782214,total,total,topvolon,all,all
2020-01-01,3803534.5001572636,dissolved_water,total,topvolon,all,all
2040-01-01,4331197.455185019,dissolved_water,total,topvolon,all,all
2060-01-01,4904291.822784396,dissolved_water,total,topvolon,all,all
2080-01-01,5526004.277552015,dissolved_water,total,topvolon,all,all
2100-01-01,6199167.17322421,dissolved_water,total,topvolon,all,all
2120-01-01,6926235.992356262,dissolved_water,total,topvolon,all,all
2140-01-01,7709277.624095041,dissolved_water,total,topvolon,all,all
2160-01-01,8550051.187077792,dissolved_water,total,topvolon,all,all
2180-01-01,9450193.090666503,dissolved_water,total,topvolon,all,all
2200-01-01,10411416.73630992,dissolved_water,total,topvolon,all,all
2020-01-01,41047187.31426297,gas,total,topvolon,all,all
2040-01-01,46741648.65092925,gas,total,topvolon,all,all
2060-01-01,52926399.1388315,gas,total,topvolon,all,all
2080-01-01,59635828.90354156,gas,total,topvolon,all,all
2100-01-01,66900504.29179588,gas,total,topvolon,all,all
2120-01-01,74746924.51173685,gas,total,topvolon,all,all
2140-01-01,83197395.12835488,gas,total,topvolon,all,all
2160-01-01,92270900.29239103,gas,total,topvolon,all,all
2180-01-01,101985099.8941384,gas,total,topvolon,all,all
2200-01-01,112358484.71151221,gas,total,topvolon,all,all
2020-01-01,44850721.81442024,total,contained,topvolon,all,all
2040-01-01,51072846.10611427,total,contained,topvolon,all,all
2060-01-01,57830690.9616159,total,contained,topvolon,all,all
2080-01-01,65161833.181093566,total,contained,topvolon,all,all
2100-01-01,73099671.46501996,total,contained,topvolon,all,all
2120-01-01,81673160.50409198,total,contained,topvolon,all,all
2140-01-01,90906672.75244218,total,contained,topvolon,all,all
2160-01-01,100820951.47942449,total,contained,topvolon,all,all
2180-01-01,111435292.98458584,total,contained,topvolon,all,all
2200-01-01,122769901.4468721,total,contained,topvolon,all,all
2020-01-01,3803534.5001572636,dissolved_water,contained,topvolon,all,all
2040-01-01,4331197.455185019,dissolved_water,contained,topvolon,all,all
2060-01-01,4904291.822784396,dissolved_water,contained,topvolon,all,all
2080-01-01,5526004.277552015,dissolved_water,contained,topvolon,all,all
2100-01-01,6199167.173224209,dissolved_water,contained,topvolon,all,all
2120-01-01,6926235.992356258,dissolved_water,contained,topvolon,all,all
2140-01-01,7709277.624095014,dissolved_water,contained,topvolon,all,all
2160-01-01,8550051.187077636,dissolved_water,contained,topvolon,all,all
2180-01-01,9450193.090665732,dissolved_water,contained,topvolon,all,all
2200-01-01,10411416.736306572,dissolved_water,contained,topvolon,all,all
2020-01-01,41047187.31426297,gas,contained,topvolon,all,all
2040-01-01,46741648.65092925,gas,contained,topvolon,all,all
2060-01-01,52926399.1388315,gas,contained,topvolon,all,all
2080-01-01,59635828.90354155,gas,contained,topvolon,all,all
2100-01-01,66900504.291795745,gas,contained,topvolon,all,all
2120-01-01,74746924.51173572,gas,contained,topvolon,all,all
2140-01-01,83197395.12834717,gas,contained,topvolon,all,all
2160-01-01,92270900.29234685,gas,contained,topvolon,all,all
2180-01-01,101985099.89392011,gas,contained,topvolon,all,all
2200-01-01,112358484.71056552,gas,contained,topvolon,all,all
2020-01-01,0.0,total,hazardous,topvolon,all,all
2040-01-01,0.0,total,hazardous,topvolon,all,all
2060-01-01,0.0,total,hazardous,topvolon,all,all
2080-01-01,0.0,total,hazardous,topvolon,all,all
2100-01-01,0.0,total,hazardous,topvolon,all,all
2120-01-01,0.0,total,hazardous,topvolon,all,all
2140-01-01,0.0,total,hazardous,topvolon,all,all
2160-01-01,0.0,total,hazardous,topvolon,all,all
2180-01-01,0.0,total,hazardous,topvolon,all,all
2200-01-01,0.0,total,hazardous,topvolon,all,all
2020-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2040-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2060-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2080-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2100-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2120-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2140-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2160-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2180-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2200-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2020-01-01,0.0,gas,hazardous,topvolon,all,all
2040-01-01,0.0,gas,hazardous,topvolon,all,all
2060-01-01,0.0,gas,hazardous,topvolon,all,all
2080-01-01,0.0,gas,hazardous,topvolon,all,all
2100-01-01,0.0,gas,hazardous,topvolon,all,all
2120-01-01,0.0,gas,hazardous,topvolon,all,all
2140-01-01,0.0,gas,hazardous,topvolon,all,all
2160-01-01,0.0,gas,hazardous,topvolon,all,all
2180-01-01,0.0,gas,hazardous,topvolon,all,all
2200-01-01,0.0,gas,hazardous,topvolon,all,all
2020-01-01,0.0,total,outside,topvolon,all,all
2040-01-01,0.0,total,outside,topvolon,all,all
2060-01-01,0.0,total,outside,topvolon,all,all
2080-01-01,9.551543595712854e-09,total,outside,topvolon,all,all
2100-01-01,1.3215066369411605e-07,total,outside,topvolon,all,all
2120-01-01,1.1318667127975828e-06,total,outside,topvolon,all,all
2140-01-01,7.729680652440575e-06,total,outside,topvolon,all,all
2160-01-01,4.433569344011261e-05,total,outside,topvolon,all,all
2180-01-01,0.00021905925059186902,total,outside,topvolon,all,all
