date,amount,phase,containment,zone,plume_group,region
2120-01-01,92491781.98086776,total,outside,all,all,all
2140-01-01,134148040.79028888,total,outside,all,all,all
2160-01-01,186131497.16689757,total,outside,all,all,all
2180-01-01,249024577.21925655,total,outside,all,all,all
2200-01-01,323365661.065146,total,outside,all,all,all
2020-01-01,383958.553724082,dissolved_water,outside,all,all,all
2040-01-01,805019.577021098,dissolved_water,outside,all,all,all
2060-01-01,1534309.0425396627,dissolved_water,outside,all,all,all
2080-01-01,2689708.258563228,dissolved_water,outside,all,all,all
2100-01-01,4382652.947946253,dissolved_water,outside,all,all,all
2120-01-01,6704735.180556098,dissolved_water,outside,all,all,all
2140-01-01,9724400.041026065,dissolved_water,outside,all,all,all
2160-01-01,13492684.112439536,dissolved_water,outside,all,all,all
2180-01-01,18051807.500588857,dissolved_water,outside,all,all,all
2200-01-01,23440797.414582614,dissolved_water,outside,all,all,all
2020-01-01,4912747.4136832105,gas,outside,all,all,all
2040-01-01,10300220.705114875,gas,outside,all,all,all
2060-01-01,19631475.08349083,gas,outside,all,all,all
2080-01-01,34414801.187928565,gas,outside,all,all,all
2100-01-01,56076018.430276826,gas,outside,all,all,all
2120-01-01,85787046.80031165,gas,outside,all,all,all
2140-01-01,124423640.74926281,gas,outside,all,all,all
2160-01-01,172638813.05445802,gas,outside,all,all,all
2180-01-01,230972769.7186677,gas,outside,all,all,all
2200-01-01,299924863.6505634,gas,outside,all,all,all
2020-01-01,72770067.97971688,total,total,toptherys,all,all
2040-01-01,82507454.82951792,total,total,toptherys,all,all
2060-01-01,92855942.03503005,total,total,toptherys,all,all
2080-01-01,103809567.83507948,total,total,toptherys,all,all
2100-01-01,115347146.0758566,total,total,toptherys,all,all
2120-01-01,127437840.99199745,total,total,toptherys,all,all
2140-01-01,140046194.25844762,total,total,toptherys,all,all
2160-01-01,153134459.20859358,total,total,toptherys,all,all
2180-01-01,166664934.8798331,total,total,toptherys,all,all
2200-01-01,180602755.01532564,total,total,toptherys,all,all
2020-01-01,5949426.597425806,dissolved_water,total,toptherys,all,all
2040-01-01,6745521.336952198,dissolved_water,total,toptherys,all,all
2060-01-01,7591577.507200043,dissolved_water,total,toptherys,all,all
2080-01-01,8487107.695398131,dissolved_water,total,toptherys,all,all
2100-01-01,9430379.795606876,dissolved_water,total,toptherys,all,all
2120-01-01,10418872.783348747,dissolved_water,total,toptherys,all,all
2140-01-01,11449687.709810918,dissolved_water,total,toptherys,all,all
2160-01-01,12519738.53936708,dissolved_water,total,toptherys,all,all
2180-01-01,13625942.972991252,dissolved_water,total,toptherys,all,all
2200-01-01,14765450.467299877,dissolved_water,total,toptherys,all,all
2020-01-01,66820641.38229108,gas,total,toptherys,all,all
2040-01-01,75761933.49256572,gas,total,toptherys,all,all
2060-01-01,85264364.52783,gas,total,toptherys,all,all
2080-01-01,95322460.13968134,gas,total,toptherys,all,all
2100-01-01,105916766.28024971,gas,total,toptherys,all,all
2120-01-01,117018968.20864871,gas,total,toptherys,all,all
2140-01-01,128596506.5486367,gas,total,toptherys,all,all
2160-01-01,140614720.6692265,gas,total,toptherys,all,all
2180-01-01,153038991.90684187,gas,total,toptherys,all,all
2200-01-01,165837304.54802576,gas,total,toptherys,all,all
2020-01-01,72770067.97971688,total,contained,toptherys,all,all
2040-01-01,82507454.82951792,total,contained,toptherys,all,all
2060-01-01,92855942.03503005,total,contained,toptherys,all,all
2080-01-01,103809567.83507948,total,contained,toptherys,all,all
2100-01-01,115347146.0758566,total,contained,toptherys,all,all
2120-01-01,127437840.99199745,total,contained,toptherys,all,all
2140-01-01,140046194.25844762,total,contained,toptherys,all,all
2160-01-01,153134459.20859355,total,contained,toptherys,all,all
2180-01-01,166664934.87983292,total,contained,toptherys,all,all
2200-01-01,180602755.0153245,total,contained,toptherys,all,all
2020-01-01,5949426.597425806,dissolved_water,contained,toptherys,all,all
2040-01-01,6745521.336952198,dissolved_water,contained,toptherys,all,all
2060-01-01,7591577.507200043,dissolved_water,contained,toptherys,all,all
2080-01-01,8487107.695398131,dissolved_water,contained,toptherys,all,all
2100-01-01,9430379.795606876,dissolved_water,contained,toptherys,all,all
2120-01-01,10418872.783348747,dissolved_water,contained,toptherys,all,all
2140-01-01,11449687.709810918,dissolved_water,contained,toptherys,all,all
2160-01-01,12519738.539367078,dissolved_water,contained,toptherys,all,all
2180-01-01,13625942.972991237,dissolved_water,contained,toptherys,all,all
2200-01-01,14765450.467299795,dissolved_water,contained,toptherys,all,all
2020-01-01,66820641.38229108,gas,contained,toptherys,all,all
2040-01-01,75761933.49256572,gas,contained,toptherys,all,all
2060-01-01,85264364.52783,gas,contained,toptherys,all,all
2080-01-01,95322460.13968134,gas,contained,toptherys,all,all
2100-01-01,105916766.28024971,gas,contained,toptherys,all,all
2120-01-01,117018968.20864871,gas,contained,toptherys,all,all
2140-01-01,128596506.5486367,gas,contained,toptherys,all,all
2160-01-01,140614720.66922647,gas,contained,toptherys,all,all
2180-01-01,153038991.9068417,gas,contained,toptherys,all,all
2200-01-01,165837304.5480247,gas,contained,toptherys,all,all
2020-01-01,0.0,total,hazardous,toptherys,all,all
2040-01-01,0.0,total,hazardous,toptherys,all,all
2060-01-01,0.0,total,hazardous,toptherys,all,all
2080-01-01,0.0,total,hazardous,toptherys,all,all
2100-01-01,0.0,total,hazardous,toptherys,all,all
2120-01-01,0.0,total,hazardous,toptherys,all,all
2140-01-01,0.0,total,hazardous,toptherys,all,all
2160-01-01,0.0,total,hazardous,toptherys,all,all
2180-01-01,0.0,total,hazardous,toptherys,all,all
2200-01-01,0.0,total,hazardous,toptherys,all,all
2020-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2040-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2060-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2080-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2100-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2120-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2140-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2160-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2180-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2200-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2020-01-01,0.0,gas,hazardous,toptherys,all,all
2040-01-01,0.0,gas,hazardous,toptherys,all,all
2060-01-01,0.0,gas,hazardous,toptherys,all,all
2080-01-01,0.0,gas,hazardous,toptherys,all,all
2100-01-01,0.0,gas,hazardous,toptherys,all,all
2120-01-01,0.0,gas,hazardous,toptherys,all,all
2140-01-01,0.0,gas,hazardous,toptherys,all,all
2160-01-01,0.0,gas,hazardous,toptherys,all,all
2180-01-01,0.0,gas,hazardous,toptherys,all,all
2200-01-01,0.0,gas,hazardous,toptherys,all,all
2020-01-01,0.0,total,outside,toptherys,all,all
2040-01-01,0.0,total,outside,toptherys,all,all
2060-01-01,0.0,total,outside,toptherys,all,all
2080-01-01,0.0,total,outside,toptherys,all,all
2100-01-01,0.0,total,outside,toptherys,all,all
2120-01-01,0.0,total,outside,toptherys,all,all
2140-01-01,2.8904391357762835e-09,total,outside,toptherys,all,all
2160-01-01,2.9421257761129587e-08,total,outside,toptherys,all,all
2180-01-01,2.0117162243612075e-07,total,outside,toptherys,all,all
2200-01-01,1.1294665799019158e-06,total,outside,toptherys,all,all
2020-01-01,0.0,dissolved_water,outside,toptherys,all,all
2040-01-01,0.0,dissolved_water,outside,toptherys,all,all
2060-01-01,0.0,dissolved_water,outside,toptherys,all,all
2080-01-01,0.0,dissolved_water,outside,toptherys,all,all
2100-01-01,0.0,dissolved_water,outside,toptherys,all,all
2120-01-01,0.0,dissolved_water,outside,toptherys,all,all
2140-01-01,2.095281174807958e-10,dissolved_water,outside,toptherys,all,all
2160-01-01,2.1327488533852546e-09,dissolved_water,outside,toptherys,all,all
2180-01-01,1.458294375338137e-08,dissolved_water,outside,toptherys,all,all
2200-01-01,8.187510448330646e-08,dissolved_water,outside,toptherys,all,all
2020-01-01,0.0,gas,outside,toptherys,all,all
2040-01-01,0.0,gas,outside,toptherys,all,all
2060-01-01,0.0,gas,outside,toptherys,all,all
2080-01-01,0.0,gas,outside,toptherys,all,all
2100-01-01,0.0,gas,outside,toptherys,all,all
2120-01-01,0.0,gas,outside,toptherys,all,all
2140-01-01,2.6809110182954876e-09,gas,outside,toptherys,all,all
2160-01-01,2.7288508907744334e-08,gas,outside,toptherys,all,all
2180-01-01,1.8658867868273937e-07,gas,outside,toptherys,all,all
2200-01-01,1.0475914754186092e-06,gas,outside,toptherys,all,all
2020-01-01,1093542855.8547292,total,total,topvolantis,all,all
2040-01-01,1188383879.320597,total,total,topvolantis,all,all
2060-01-01,1294532644.1694365,total,total,topvolantis,all,all
2080-01-01,1414376963.557441,total,total,topvolantis,all,all
2100-01-01,1549566216.25511,total,total,topvolantis,all,all
2120-01-01,1700818780.8459544,total,total,topvolantis,all,all
2140-01-01,1867952803.1265697,total,total,topvolantis,all,all
2160-01-01,2050095000.0960548,total,total,topvolantis,all,all
2180-01-01,2245961054.6456547,total,total,topvolantis,all,all
2200-01-01,2454107268.1108694,total,total,topvolantis,all,all
2020-01-01,89355162.9005611,dissolved_water,total,topvolantis,all,all
2040-01-01,97055209.26854144,dissolved_water,total,topvolantis,all,all
2060-01-01,105640336.04033358,dissolved_water,total,topvolantis,all,all
2080-01-01,115290693.56427138,dissolved_water,total,topvolantis,all,all
2100-01-01,126126884.1441551,dissolved_water,total,topvolantis,all,all
2120-01-01,138195930.96108603,dissolved_water,total,topvolantis,all,all
2140-01-01,151474215.25565952,dissolved_water,total,topvolantis,all,all
2160-01-01,165883812.8876928,dissolved_water,total,topvolantis,all,all
2180-01-01,181314318.42795098,dissolved_water,total,topvolantis,all,all
2200-01-01,197642697.83195338,dissolved_water,total,topvolantis,all,all
2020-01-01,1004187692.9541682,gas,total,topvolantis,all,all
2040-01-01,1091328670.0520556,gas,total,topvolantis,all,all
2060-01-01,1188892308.129103,gas,total,topvolantis,all,all
2080-01-01,1299086269.9931695,gas,total,topvolantis,all,all
2100-01-01,1423439332.110955,gas,total,topvolantis,all,all
2120-01-01,1562622849.8848684,gas,total,topvolantis,all,all
2140-01-01,1716478587.8709102,gas,total,topvolantis,all,all
2160-01-01,1884211187.2083619,gas,total,topvolantis,all,all
2180-01-01,2064646736.217703,gas,total,topvolantis,all,all
2200-01-01,2256464570.2789164,gas,total,topvolantis,all,all
2020-01-01,1088246149.8032093,total,contained,topvolantis,all,all
2040-01-01,1177278638.5412166,total,contained,topvolantis,all,all
2060-01-01,1273366857.6387553,total,contained,topvolantis,all,all
2080-01-01,1377272444.277832,total,contained,topvolantis,all,all
2100-01-01,1489107509.9754267,total,contained,topvolantis,all,all
2120-01-01,1608326889.0665066,total,contained,topvolantis,all,all
2140-01-01,1733804450.9418647,total,contained,topvolantis,all,all
2160-01-01,1863962695.6714015,total,contained,topvolantis,all,all
2180-01-01,1996934542.4137633,total,contained,topvolantis,all,all
2200-01-01,2130737277.1009154,total,contained,topvolantis,all,all
2020-01-01,88971204.34173642,dissolved_water,contained,topvolantis,all,all
2040-01-01,96250189.66136749,dissolved_water,contained,topvolantis,all,all
2060-01-01,104106026.85197608,dissolved_water,contained,topvolantis,all,all
2080-01-01,112600984.70942867,dissolved_water,contained,topvolantis,all,all
2100-01-01,121744229.0797869,dissolved_water,contained,topvolantis,all,all
2120-01-01,131491189.1223522,dissolved_water,contained,topvolantis,all,all
2140-01-01,141749796.33169922,dissolved_water,contained,topvolantis,all,all
2160-01-01,152391079.82320294,dissolved_water,contained,topvolantis,all,all
2180-01-01,163262393.58833972,dissolved_water,contained,topvolantis,all,all
2200-01-01,174201637.84983927,dissolved_water,contained,topvolantis,all,all
2020-01-01,999274945.4614729,gas,contained,topvolantis,all,all
2040-01-01,1081028448.8798492,gas,contained,topvolantis,all,all
2060-01-01,1169260830.7867792,gas,contained,topvolantis,all,all
2080-01-01,1264671459.5684032,gas,contained,topvolantis,all,all
2100-01-01,1367363280.89564,gas,contained,topvolantis,all,all
2120-01-01,1476835699.9441545,gas,contained,topvolantis,all,all
2140-01-01,1592054654.6101656,gas,contained,topvolantis,all,all
2160-01-01,1711571615.8481987,gas,contained,topvolantis,all,all
2180-01-01,1833672148.8254235,gas,contained,topvolantis,all,all
2200-01-01,1956535639.2510762,gas,contained,topvolantis,all,all
2020-01-01,0.08411277447944168,total,hazardous,topvolantis,all,all
2040-01-01,0.4972443205917002,total,hazardous,topvolantis,all,all
2060-01-01,2.4046507351853887,total,hazardous,topvolantis,all,all
2080-01-01,9.833117007764173,total,hazardous,topvolantis,all,all
2100-01-01,34.9014602751616,total,hazardous,topvolantis,all,all
2120-01-01,109.7985801808236,total,hazardous,topvolantis,all,all
2140-01-01,311.3944159832687,total,hazardous,topvolantis,all,all
2160-01-01,807.2577555927642,total,hazardous,topvolantis,all,all
2180-01-01,1935.0126348236909,total,hazardous,topvolantis,all,all
2200-01-01,4329.944810463813,total,hazardous,topvolantis,all,all
2020-01-01,0.005100592395885469,dissolved_water,hazardous,topvolantis,all,all
2040-01-01,0.030152858661524166,dissolved_water,hazardous,topvolantis,all,all
2060-01-01,0.14581784194557468,dissolved_water,hazardous,topvolantis,all,all
2080-01-01,0.5962794848707852,dissolved_water,hazardous,topvolantis,all,all
2100-01-01,2.116421958335212,dissolved_water,hazardous,topvolantis,all,all
2120-01-01,6.658177745476826,dissolved_water,hazardous,topvolantis,all,all
2140-01-01,18.882934252438172,dissolved_water,hazardous,topvolantis,all,all
2160-01-01,48.9520503297914,dissolved_water,hazardous,topvolantis,all,all
2180-01-01,117.33902242799415,dissolved_water,hazardous,topvolantis,all,all
2200-01-01,262.5675316447137,dissolved_water,hazardous,topvolantis,all,all
2020-01-01,0.07901218208355622,gas,hazardous,topvolantis,all,all
2040-01-01,0.46709146193017603,gas,hazardous,topvolantis,all,all
2060-01-01,2.258832893239814,gas,hazardous,topvolantis,all,all
2080-01-01,9.236837522893389,gas,hazardous,topvolantis,all,all
2100-01-01,32.78503831682639,gas,hazardous,topvolantis,all,all
2120-01-01,103.14040243534679,gas,hazardous,topvolantis,all,all
2140-01-01,292.5114817308305,gas,hazardous,topvolantis,all,all
2160-01-01,758.3057052629728,gas,hazardous,topvolantis,all,all
2180-01-01,1817.6736123956966,gas,hazardous,topvolantis,all,all
2200-01-01,4067.3772788190995,gas,hazardous,topvolantis,all,all
2020-01-01,5296705.967407293,total,outside,topvolantis,all,all
2040-01-01,11105240.282135973,total,outside,topvolantis,all,all
2060-01-01,21165784.126030494,total,outside,topvolantis,all,all
2080-01-01,37104509.44649179,total,outside,topvolantis,all,all
2100-01-01,60458671.37822308,total,outside,topvolantis,all,all
2120-01-01,92491781.98086776,total,outside,topvolantis,all,all
2140-01-01,134148040.79028888,total,outside,topvolantis,all,all
2160-01-01,186131497.1668975,total,outside,topvolantis,all,all
2180-01-01,249024577.21925613,total,outside,topvolantis,all,all
2200-01-01,323365661.06514376,total,outside,topvolantis,all,all
2020-01-01,383958.553724082,dissolved_water,outside,topvolantis,all,all
2040-01-01,805019.577021098,dissolved_water,outside,topvolantis,all,all
2060-01-01,1534309.0425396627,dissolved_water,outside,topvolantis,all,all
2080-01-01,2689708.258563228,dissolved_water,outside,topvolantis,all,all
2100-01-01,4382652.947946253,dissolved_water,outside,topvolantis,all,all
2120-01-01,6704735.180556098,dissolved_water,outside,topvolantis,all,all
2140-01-01,9724400.041026065,dissolved_water,outside,topvolantis,all,all
2160-01-01,13492684.112439532,dissolved_water,outside,topvolantis,all,all
2180-01-01,18051807.500588827,dissolved_water,outside,topvolantis,all,all
2200-01-01,23440797.41458245,dissolved_water,outside,topvolantis,all,all
2020-01-01,4912747.4136832105,gas,outside,topvolantis,all,all
2040-01-01,10300220.705114875,gas,outside,topvolantis,all,all
2060-01-01,19631475.08349083,gas,outside,topvolantis,all,all
2080-01-01,34414801.187928565,gas,outside,topvolantis,all,all
2100-01-01,56076018.430276826,gas,outside,topvolantis,all,all
2120-01-01,85787046.80031165,gas,outside,topvolantis,all,all
2140-01-01,124423640.74926281,gas,outside,topvolantis,all,all
2160-01-01,172638813.05445796,gas,outside,topvolantis,all,all
2180-01-01,230972769.7186673,gas,outside,topvolantis,all,all
2200-01-01,299924863.65056133,gas,outside,topvolantis,all,all
2020-01-01,72770067.97971688,total,total,topvolon,all,all
2040-01-01,82507454.82951792,total,total,topvolon,all,all
2060-01-01,92855942.03503005,total,total,topvolon,all,all
2080-01-01,103809567.83507948,total,total,topvolon,all,all
2100-01-01,115347146.0758566,total,total,topvolon,all,all
2120-01-01,127437840.99199745,total,total,topvolon,all,all
2140-01-01,140046194.25844762,total,total,topvolon,all,all
2160-01-01,153134459.20859358,total,total,topvolon,all,all
2180-01-01,166664934.8798331,total,total,topvolon,all,all
2200-01-01,180602755.01532564,total,total,topvolon,all,all
2020-01-01,5949426.597425806,dissolved_water,total,topvolon,all,all
2040-01-01,6745521.336952198,dissolved_water,total,topvolon,all,all
2060-01-01,7591577.507200043,dissolved_water,total,topvolon,all,all
2080-01-01,8487107.695398131,dissolved_water,total,topvolon,all,all
2100-01-01,9430379.795606876,dissolved_water,total,topvolon,all,all
2120-01-01,10418872.783348747,dissolved_water,total,topvolon,all,all
2140-01-01,11449687.709810918,dissolved_water,total,topvolon,all,all
2160-01-01,12519738.53936708,dissolved_water,total,topvolon,all,all
2180-01-01,13625942.972991252,dissolved_water,total,topvolon,all,all
2200-01-01,14765450.467299877,dissolved_water,total,topvolon,all,all
2020-01-01,66820641.38229108,gas,total,topvolon,all,all
2040-01-01,75761933.49256572,gas,total,topvolon,all,all
2060-01-01,85264364.52783,gas,total,topvolon,all,all
2080-01-01,95322460.13968134,gas,total,topvolon,all,all
2100-01-01,105916766.28024971,gas,total,topvolon,all,all
2120-01-01,117018968.20864871,gas,total,topvolon,all,all
2140-01-01,128596506.5486367,gas,total,topvolon,all,all
2160-01-01,140614720.6692265,gas,total,topvolon,all,all
2180-01-01,153038991.90684187,gas,total,topvolon,all,all
2200-01-01,165837304.54802576,gas,total,topvolon,all,all
2020-01-01,72770067.97971688,total,contained,topvolon,all,all
2040-01-01,82507454.82951792,total,contained,topvolon,all,all
2060-01-01,92855942.03503005,total,contained,topvolon,all,all
2080-01-01,103809567.83507948,total,contained,topvolon,all,all
2100-01-01,115347146.0758566,total,contained,topvolon,all,all
2120-01-01,127437840.99199745,total,contained,topvolon,all,all
2140-01-01,140046194.25844762,total,contained,topvolon,all,all
2160-01-01,153134459.20859355,total,contained,topvolon,all,all
2180-01-01,166664934.87983292,total,contained,topvolon,all,all
2200-01-01,180602755.0153245,total,contained,topvolon,all,all
2020-01-01,5949426.597425806,dissolved_water,contained,topvolon,all,all
2040-01-01,6745521.336952198,dissolved_water,contained,topvolon,all,all
2060-01-01,7591577.507200043,dissolved_water,contained,topvolon,all,all
2080-01-01,8487107.695398131,dissolved_water,contained,topvolon,all,all
2100-01-01,9430379.795606876,dissolved_water,contained,topvolon,all,all
2120-01-01,10418872.783348747,dissolved_water,contained,topvolon,all,all
2140-01-01,11449687.709810918,dissolved_water,contained,topvolon,all,all
2160-01-01,12519738.539367078,dissolved_water,contained,topvolon,all,all
2180-01-01,13625942.972991237,dissolved_water,contained,topvolon,all,all
2200-01-01,14765450.467299795,dissolved_water,contained,topvolon,all,all
2020-01-01,66820641.38229108,gas,contained,topvolon,all,all
2040-01-01,75761933.49256572,gas,contained,topvolon,all,all
2060-01-01,85264364.52783,gas,contained,topvolon,all,all
2080-01-01,95322460.13968134,gas,contained,topvolon,all,all
2100-01-01,105916766.28024971,gas,contained,topvolon,all,all
2120-01-01,117018968.20864871,gas,contained,topvolon,all,all
2140-01-01,128596506.5486367,gas,contained,topvolon,all,all
2160-01-01,140614720.66922647,gas,contained,topvolon,all,all
2180-01-01,153038991.9068417,gas,contained,topvolon,all,all
2200-01-01,165837304.5480247,gas,contained,topvolon,all,all
2020-01-01,0.0,total,hazardous,topvolon,all,all
2040-01-01,0.0,total,hazardous,topvolon,all,all
2060-01-01,0.0,total,hazardous,topvolon,all,all
2080-01-01,0.0,total,hazardous,topvolon,all,all
2100-01-01,0.0,total,hazardous,topvolon,all,all
2120-01-01,0.0,total,hazardous,topvolon,all,all
2140-01-01,0.0,total,hazardous,topvolon,all,all
2160-01-01,0.0,total,hazardous,topvolon,all,all
2180-01-01,0.0,total,hazardous,topvolon,all,all
2200-01-01,0.0,total,hazardous,topvolon,all,all
2020-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2040-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2060-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2080-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2100-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2120-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2140-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2160-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2180-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2200-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2020-01-01,0.0,gas,hazardous,topvolon,all,all
2040-01-01,0.0,gas,hazardous,topvolon,all,all
2060-01-01,0.0,gas,hazardous,topvolon,all,all
2080-01-01,0.0,gas,hazardous,topvolon,all,all
2100-01-01,0.0,gas,hazardous,topvolon,all,all
2120-01-01,0.0,gas,hazardous,topvolon,all,all
2140-01-01,0.0,gas,hazardous,topvolon,all,all
2160-01-01,0.0,gas,hazardous,topvolon,all,all
2180-01-01,0.0,gas,hazardous,topvolon,all,all
2200-01-01,0.0,gas,hazardous,topvolon,all,all
2020-01-01,0.0,total,outside,topvolon,all,all
2040-01-01,0.0,total,outside,topvolon,all,all
2060-01-01,0.0,total,outside,topvolon,all,all
2080-01-01,0.0,total,outside,topvolon,all,all
2100-01-01,0.0,total,outside,topvolon,all,all
2120-01-01,0.0,total,outside,topvolon,all,all
2140-01-01,2.8904391357762835e-09,total,outside,topvolon,all,all
2160-01-01,2.9421257761129587e-08,total,outside,topvolon,all,all
2180-01-01,2.0117162243612075e-07,total,outside,topvolon,all,all
2200-01-01,1.1294665799019158e-06,total,outside,topvolon,all,all
2020-01-01,0.0,dissolved_water,outside,topvolon,all,all
