date,amount,phase,containment,zone,plume_group,region
2160-01-01,5192.299873095335,total,hazardous,all,all,all
2180-01-01,12113.493626133328,total,hazardous,all,all,all
2200-01-01,26413.80079105037,total,hazardous,all,all,all
2020-01-01,0.06636684000596865,dissolved_water,hazardous,all,all,all
2040-01-01,0.37727555861791445,dissolved_water,hazardous,all,all,all
2060-01-01,1.7586892898253108,dissolved_water,hazardous,all,all,all
2080-01-01,6.946543292746503,dissolved_water,hazardous,all,all,all
2100-01-01,23.858610244428785,dissolved_water,hazardous,all,all,all
2120-01-01,72.74916069241841,dissolved_water,hazardous,all,all,all
2140-01-01,200.27141790973852,dissolved_water,hazardous,all,all,all
2160-01-01,504.65865542313406,dissolved_water,hazardous,all,all,all
2180-01-01,1177.3548437596,dissolved_water,hazardous,all,all,all
2200-01-01,2567.254110437093,dissolved_water,hazardous,all,all,all
2020-01-01,0.6164640819204579,gas,hazardous,all,all,all
2040-01-01,3.5044132107767054,gas,hazardous,all,all,all
2060-01-01,16.336001206897876,gas,hazardous,all,all,all
2080-01-01,64.5246094751319,gas,hazardous,all,all,all
2100-01-01,221.61634121659358,gas,hazardous,all,all,all
2120-01-01,675.7477763398449,gas,hazardous,all,all,all
2140-01-01,1860.2684076194075,gas,hazardous,all,all,all
2160-01-01,4687.641217672201,gas,hazardous,all,all,all
2180-01-01,10936.138782373728,gas,hazardous,all,all,all
2200-01-01,23846.546680613275,gas,hazardous,all,all,all
2020-01-01,2401354.7042971496,total,outside,all,all,all
2040-01-01,5189305.39225498,total,outside,all,all,all
2060-01-01,10172911.147004727,total,outside,all,all,all
2080-01-01,18302524.093281336,total,outside,all,all,all
2100-01-01,30510235.28027751,total,outside,all,all,all
2120-01-01,47536428.4599892,total,outside,all,all,all
2140-01-01,69813660.04917325,total,outside,all,all,all
2160-01-01,97455309.41202936,total,outside,all,all,all
2180-01-01,130336099.14102632,total,outside,all,all,all
2200-01-01,168215510.53678992,total,outside,all,all,all
2020-01-01,69751.59111472573,dissolved_water,outside,all,all,all
2040-01-01,150732.5457760532,dissolved_water,outside,all,all,all
2060-01-01,295490.18206370913,dissolved_water,outside,all,all,all
2080-01-01,531629.1569244168,dissolved_water,outside,all,all,all
2100-01-01,886223.7020943887,dissolved_water,outside,all,all,all
2120-01-01,1380779.5720732806,dissolved_water,outside,all,all,all
2140-01-01,2027861.1324092906,dissolved_water,outside,all,all,all
2160-01-01,2830761.6871021786,dissolved_water,outside,all,all,all
2180-01-01,3785842.33245713,dissolved_water,outside,all,all,all
2200-01-01,4886116.777800728,dissolved_water,outside,all,all,all
2020-01-01,2331603.1131824236,gas,outside,all,all,all
2040-01-01,5038572.846478927,gas,outside,all,all,all
2060-01-01,9877420.964941017,gas,outside,all,all,all
2080-01-01,17770894.93635692,gas,outside,all,all,all
2100-01-01,29624011.578183122,gas,outside,all,all,all
2120-01-01,46155648.88791592,gas,outside,all,all,all
2140-01-01,67785798.91676396,gas,outside,all,all,all
2160-01-01,94624547.72492717,gas,outside,all,all,all
2180-01-01,126550256.8085692,gas,outside,all,all,all
2200-01-01,163329393.7589892,gas,outside,all,all,all
2020-01-01,42149274.062470265,total,total,toptherys,all,all
2040-01-01,48304238.34951674,total,total,toptherys,all,all
2060-01-01,54984033.088242695,total,total,toptherys,all,all
2080-01-01,62215396.137636594,total,total,toptherys,all,all
2100-01-01,70029200.00803523,total,total,toptherys,all,all
2120-01-01,78452731.81575517,total,total,toptherys,all,all
2140-01-01,87507119.22768866,total,total,toptherys,all,all
2160-01-01,97210470.8248435,total,total,toptherys,all,all
2180-01-01,107580254.7702017,total,total,toptherys,all,all
2200-01-01,118632132.66972306,total,total,toptherys,all,all
2020-01-01,1807934.3088470898,dissolved_water,total,toptherys,all,all
2040-01-01,2071942.9152061746,dissolved_water,total,toptherys,all,all
2060-01-01,2358463.3916039392,dissolved_water,total,toptherys,all,all
2080-01-01,2668642.6211999548,dissolved_water,total,toptherys,all,all
2100-01-01,3003804.8372551636,dissolved_water,total,toptherys,all,all
2120-01-01,3365120.4825559617,dissolved_water,total,toptherys,all,all
2140-01-01,3753495.7988986787,dissolved_water,total,toptherys,all,all
2160-01-01,4169707.5286025302,dissolved_water,total,toptherys,all,all
2180-01-01,4614504.944148958,dissolved_water,total,toptherys,all,all
2200-01-01,5088559.828276242,dissolved_water,total,toptherys,all,all
2020-01-01,40341339.75362317,gas,total,toptherys,all,all
2040-01-01,46232295.43431057,gas,total,toptherys,all,all
2060-01-01,52625569.696638756,gas,total,toptherys,all,all
2080-01-01,59546753.51643664,gas,total,toptherys,all,all
2100-01-01,67025395.17078006,gas,total,toptherys,all,all
2120-01-01,75087611.33319922,gas,total,toptherys,all,all
2140-01-01,83753623.42878997,gas,total,toptherys,all,all
2160-01-01,93040763.29624097,gas,total,toptherys,all,all
2180-01-01,102965749.82605274,gas,total,toptherys,all,all
2200-01-01,113543572.84144683,gas,total,toptherys,all,all
2020-01-01,42149274.062470265,total,contained,toptherys,all,all
2040-01-01,48304238.34951674,total,contained,toptherys,all,all
2060-01-01,54984033.088242695,total,contained,toptherys,all,all
2080-01-01,62215396.137636594,total,contained,toptherys,all,all
2100-01-01,70029200.00803523,total,contained,toptherys,all,all
2120-01-01,78452731.81575517,total,contained,toptherys,all,all
2140-01-01,87507119.22768866,total,contained,toptherys,all,all
2160-01-01,97210470.8248435,total,contained,toptherys,all,all
2180-01-01,107580254.77020168,total,contained,toptherys,all,all
2200-01-01,118632132.66972293,total,contained,toptherys,all,all
2020-01-01,1807934.3088470898,dissolved_water,contained,toptherys,all,all
2040-01-01,2071942.9152061746,dissolved_water,contained,toptherys,all,all
2060-01-01,2358463.3916039392,dissolved_water,contained,toptherys,all,all
2080-01-01,2668642.6211999548,dissolved_water,contained,toptherys,all,all
2100-01-01,3003804.8372551636,dissolved_water,contained,toptherys,all,all
2120-01-01,3365120.4825559617,dissolved_water,contained,toptherys,all,all
2140-01-01,3753495.7988986787,dissolved_water,contained,toptherys,all,all
2160-01-01,4169707.5286025302,dissolved_water,contained,toptherys,all,all
2180-01-01,4614504.944148957,dissolved_water,contained,toptherys,all,all
2200-01-01,5088559.828276238,dissolved_water,contained,toptherys,all,all
2020-01-01,40341339.75362317,gas,contained,toptherys,all,all
2040-01-01,46232295.43431057,gas,contained,toptherys,all,all
2060-01-01,52625569.696638756,gas,contained,toptherys,all,all
2080-01-01,59546753.51643664,gas,contained,toptherys,all,all
2100-01-01,67025395.17078006,gas,contained,toptherys,all,all
2120-01-01,75087611.33319922,gas,contained,toptherys,all,all
2140-01-01,83753623.42878997,gas,contained,toptherys,all,all
2160-01-01,93040763.29624097,gas,contained,toptherys,all,all
2180-01-01,102965749.82605273,gas,contained,toptherys,all,all
2200-01-01,113543572.8414467,gas,contained,toptherys,all,all
2020-01-01,0.0,total,hazardous,toptherys,all,all
2040-01-01,0.0,total,hazardous,toptherys,all,all
2060-01-01,0.0,total,hazardous,toptherys,all,all
2080-01-01,0.0,total,hazardous,toptherys,all,all
2100-01-01,0.0,total,hazardous,toptherys,all,all
2120-01-01,0.0,total,hazardous,toptherys,all,all
2140-01-01,0.0,total,hazardous,toptherys,all,all
2160-01-01,0.0,total,hazardous,toptherys,all,all
2180-01-01,0.0,total,hazardous,toptherys,all,all
2200-01-01,0.0,total,hazardous,toptherys,all,all
2020-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2040-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2060-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2080-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2100-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2120-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2140-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2160-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2180-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2200-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2020-01-01,0.0,gas,hazardous,toptherys,all,all
2040-01-01,0.0,gas,hazardous,toptherys,all,all
2060-01-01,0.0,gas,hazardous,toptherys,all,all
2080-01-01,0.0,gas,hazardous,toptherys,all,all
2100-01-01,0.0,gas,hazardous,toptherys,all,all
2120-01-01,0.0,gas,hazardous,toptherys,all,all
2140-01-01,0.0,gas,hazardous,toptherys,all,all
2160-01-01,0.0,gas,hazardous,toptherys,all,all
2180-01-01,0.0,gas,hazardous,toptherys,all,all
2200-01-01,0.0,gas,hazardous,toptherys,all,all
2020-01-01,0.0,total,outside,toptherys,all,all
2040-01-01,0.0,total,outside,toptherys,all,all
2060-01-01,0.0,total,outside,toptherys,all,all
2080-01-01,0.0,total,outside,toptherys,all,all
2100-01-01,0.0,total,outside,toptherys,all,all
2120-01-01,0.0,total,outside,toptherys,all,all
2140-01-01,0.0,total,outside,toptherys,all,all
2160-01-01,2.330642929754346e-09,total,outside,toptherys,all,all
2180-01-01,2.2286704859859472e-08,total,outside,toptherys,all,all
2200-01-01,1.3934174061717427e-07,total,outside,toptherys,all,all
2020-01-01,0.0,dissolved_water,outside,toptherys,all,all
2040-01-01,0.0,dissolved_water,outside,toptherys,all,all
2060-01-01,0.0,dissolved_water,outside,toptherys,all,all
2080-01-01,0.0,dissolved_water,outside,toptherys,all,all
2100-01-01,0.0,dissolved_water,outside,toptherys,all,all
2120-01-01,0.0,dissolved_water,outside,toptherys,all,all
2140-01-01,0.0,dissolved_water,outside,toptherys,all,all
2160-01-01,6.769764265968067e-11,dissolved_water,outside,toptherys,all,all
2180-01-01,6.473567282241561e-10,dissolved_water,outside,toptherys,all,all
2200-01-01,4.047427104105408e-09,dissolved_water,outside,toptherys,all,all
2020-01-01,0.0,gas,outside,toptherys,all,all
2040-01-01,0.0,gas,outside,toptherys,all,all
2060-01-01,0.0,gas,outside,toptherys,all,all
2080-01-01,0.0,gas,outside,toptherys,all,all
2100-01-01,0.0,gas,outside,toptherys,all,all
2120-01-01,0.0,gas,outside,toptherys,all,all
2140-01-01,0.0,gas,outside,toptherys,all,all
2160-01-01,2.2629452870946657e-09,gas,outside,toptherys,all,all
2180-01-01,2.1639348131635317e-08,gas,outside,toptherys,all,all
2200-01-01,1.3529431351306886e-07,gas,outside,toptherys,all,all
2020-01-01,1433972991.355231,total,total,topvolantis,all,all
2040-01-01,1557812360.6316211,total,total,topvolantis,all,all
2060-01-01,1682972728.3800013,total,total,topvolantis,all,all
2080-01-01,1810957545.0235796,total,total,topvolantis,all,all
2100-01-01,1943120220.029608,total,total,topvolantis,all,all
2120-01-01,2080526198.01557,total,total,topvolantis,all,all
2140-01-01,2223882021.0794897,total,total,topvolantis,all,all
2160-01-01,2373542818.8953695,total,total,topvolantis,all,all
2180-01-01,2529575633.487621,total,total,topvolantis,all,all
2200-01-01,2691846246.938685,total,total,topvolantis,all,all
2020-01-01,61475019.809978954,dissolved_water,total,topvolantis,all,all
2040-01-01,66748332.660974324,dissolved_water,total,topvolantis,all,all
2060-01-01,72047905.61725599,dissolved_water,total,topvolantis,all,all
2080-01-01,77425069.24417095,dissolved_water,total,topvolantis,all,all
2100-01-01,82924974.06271406,dissolved_water,total,topvolantis,all,all
2120-01-01,88583080.17535631,dissolved_water,total,topvolantis,all,all
2140-01-01,94423730.24538547,dissolved_water,total,topvolantis,all,all
2160-01-01,100460641.99994422,dissolved_water,total,topvolantis,all,all
2180-01-01,106698532.76479514,dissolved_water,total,topvolantis,all,all
2200-01-01,113135170.79282595,dissolved_water,total,topvolantis,all,all
2020-01-01,1372497971.545252,gas,total,topvolantis,all,all
2040-01-01,1491064027.9706469,gas,total,topvolantis,all,all
2060-01-01,1610924822.7627451,gas,total,topvolantis,all,all
2080-01-01,1733532475.7794087,gas,total,topvolantis,all,all
2100-01-01,1860195245.9668941,gas,total,topvolantis,all,all
2120-01-01,1991943117.8402135,gas,total,topvolantis,all,all
2140-01-01,2129458290.8341043,gas,total,topvolantis,all,all
2160-01-01,2273082176.895425,gas,total,topvolantis,all,all
2180-01-01,2422877100.722826,gas,total,topvolantis,all,all
2200-01-01,2578711076.1458592,gas,total,topvolantis,all,all
2020-01-01,1431571635.968103,total,contained,topvolantis,all,all
2040-01-01,1552623051.3576775,total,contained,topvolantis,all,all
2060-01-01,1672799799.138306,total,contained,topvolantis,all,all
2080-01-01,1792654949.4591453,total,contained,topvolantis,all,all
2100-01-01,1912609739.2743793,total,contained,topvolantis,all,all
2120-01-01,2032989021.0586438,total,contained,topvolantis,all,all
2140-01-01,2154066300.490491,total,contained,topvolantis,all,all
2160-01-01,2276082317.183467,total,contained,topvolantis,all,all
2180-01-01,2399227420.8529687,total,contained,topvolantis,all,all
2200-01-01,2523604322.6011047,total,contained,topvolantis,all,all
2020-01-01,61405268.152497396,dissolved_water,contained,topvolantis,all,all
2040-01-01,66597599.73792271,dissolved_water,contained,topvolantis,all,all
2060-01-01,71752413.67650299,dissolved_water,contained,topvolantis,all,all
2080-01-01,76893433.14070325,dissolved_water,contained,topvolantis,all,all
2100-01-01,82038726.50200942,dissolved_water,contained,topvolantis,all,all
2120-01-01,87202227.85412234,dissolved_water,contained,topvolantis,all,all
2140-01-01,92395668.84155826,dissolved_water,contained,topvolantis,all,all
2160-01-01,97629375.65418662,dissolved_water,contained,topvolantis,all,all
2180-01-01,102911513.07749425,dissolved_water,contained,topvolantis,all,all
2200-01-01,108246486.76091479,dissolved_water,contained,topvolantis,all,all
2020-01-01,1370166367.8156056,gas,contained,topvolantis,all,all
2040-01-01,1486025451.6197548,gas,contained,topvolantis,all,all
2060-01-01,1601047385.461803,gas,contained,topvolantis,all,all
2080-01-01,1715761516.318442,gas,contained,topvolantis,all,all
2100-01-01,1830571012.7723699,gas,contained,topvolantis,all,all
2120-01-01,1945786793.2045214,gas,contained,topvolantis,all,all
2140-01-01,2061670631.6489327,gas,contained,topvolantis,all,all
2160-01-01,2178452941.52928,gas,contained,topvolantis,all,all
2180-01-01,2296315907.7754745,gas,contained,topvolantis,all,all
2200-01-01,2415357835.84019,gas,contained,topvolantis,all,all
2020-01-01,0.6828309219264266,total,hazardous,topvolantis,all,all
2040-01-01,3.88168876939462,total,hazardous,topvolantis,all,all
2060-01-01,18.09469049672319,total,hazardous,topvolantis,all,all
2080-01-01,71.4711527678784,total,hazardous,topvolantis,all,all
2100-01-01,245.47495146102236,total,hazardous,topvolantis,all,all
2120-01-01,748.4969370322633,total,hazardous,topvolantis,all,all
2140-01-01,2060.539825529146,total,hazardous,topvolantis,all,all
2160-01-01,5192.299873095335,total,hazardous,topvolantis,all,all
2180-01-01,12113.493626133328,total,hazardous,topvolantis,all,all
2200-01-01,26413.80079105037,total,hazardous,topvolantis,all,all
2020-01-01,0.06636684000596865,dissolved_water,hazardous,topvolantis,all,all
2040-01-01,0.37727555861791445,dissolved_water,hazardous,topvolantis,all,all
2060-01-01,1.7586892898253108,dissolved_water,hazardous,topvolantis,all,all
2080-01-01,6.946543292746503,dissolved_water,hazardous,topvolantis,all,all
2100-01-01,23.858610244428785,dissolved_water,hazardous,topvolantis,all,all
2120-01-01,72.74916069241841,dissolved_water,hazardous,topvolantis,all,all
2140-01-01,200.27141790973852,dissolved_water,hazardous,topvolantis,all,all
2160-01-01,504.65865542313406,dissolved_water,hazardous,topvolantis,all,all
2180-01-01,1177.3548437596,dissolved_water,hazardous,topvolantis,all,all
2200-01-01,2567.254110437093,dissolved_water,hazardous,topvolantis,all,all
2020-01-01,0.6164640819204579,gas,hazardous,topvolantis,all,all
2040-01-01,3.5044132107767054,gas,hazardous,topvolantis,all,all
2060-01-01,16.336001206897876,gas,hazardous,topvolantis,all,all
2080-01-01,64.5246094751319,gas,hazardous,topvolantis,all,all
2100-01-01,221.61634121659358,gas,hazardous,topvolantis,all,all
2120-01-01,675.7477763398449,gas,hazardous,topvolantis,all,all
2140-01-01,1860.2684076194075,gas,hazardous,topvolantis,all,all
2160-01-01,4687.641217672201,gas,hazardous,topvolantis,all,all
2180-01-01,10936.138782373728,gas,hazardous,topvolantis,all,all
2200-01-01,23846.546680613275,gas,hazardous,topvolantis,all,all
2020-01-01,2401354.7042971496,total,outside,topvolantis,all,all
2040-01-01,5189305.39225498,total,outside,topvolantis,all,all
2060-01-01,10172911.147004727,total,outside,topvolantis,all,all
2080-01-01,18302524.093281336,total,outside,topvolantis,all,all
2100-01-01,30510235.28027751,total,outside,topvolantis,all,all
2120-01-01,47536428.4599892,total,outside,topvolantis,all,all
2140-01-01,69813660.04917325,total,outside,topvolantis,all,all
2160-01-01,97455309.41202936,total,outside,topvolantis,all,all
2180-01-01,130336099.14102627,total,outside,topvolantis,all,all
2200-01-01,168215510.53678966,total,outside,topvolantis,all,all
2020-01-01,69751.59111472573,dissolved_water,outside,topvolantis,all,all
2040-01-01,150732.5457760532,dissolved_water,outside,topvolantis,all,all
2060-01-01,295490.18206370913,dissolved_water,outside,topvolantis,all,all
2080-01-01,531629.1569244168,dissolved_water,outside,topvolantis,all,all
2100-01-01,886223.7020943887,dissolved_water,outside,topvolantis,all,all
2120-01-01,1380779.5720732806,dissolved_water,outside,topvolantis,all,all
2140-01-01,2027861.1324092906,dissolved_water,outside,topvolantis,all,all
2160-01-01,2830761.6871021786,dissolved_water,outside,topvolantis,all,all
2180-01-01,3785842.3324571284,dissolved_water,outside,topvolantis,all,all
2200-01-01,4886116.777800719,dissolved_water,outside,topvolantis,all,all
2020-01-01,2331603.1131824236,gas,outside,topvolantis,all,all
2040-01-01,5038572.846478927,gas,outside,topvolantis,all,all
2060-01-01,9877420.964941017,gas,outside,topvolantis,all,all
2080-01-01,17770894.93635692,gas,outside,topvolantis,all,all
2100-01-01,29624011.578183122,gas,outside,topvolantis,all,all
2120-01-01,46155648.88791592,gas,outside,topvolantis,all,all
2140-01-01,67785798.91676396,gas,outside,topvolantis,all,all
2160-01-01,94624547.72492717,gas,outside,topvolantis,all,all
2180-01-01,126550256.80856915,gas,outside,topvolantis,all,all
2200-01-01,163329393.75898895,gas,outside,topvolantis,all,all
2020-01-01,42149274.062470265,total,total,topvolon,all,all
2040-01-01,48304238.34951674,total,total,topvolon,all,all
2060-01-01,54984033.088242695,total,total,topvolon,all,all
2080-01-01,62215396.137636594,total,total,topvolon,all,all
2100-01-01,70029200.00803523,total,total,topvolon,all,all
2120-01-01,78452731.81575517,total,total,topvolon,all,all
2140-01-01,87507119.22768866,total,total,topvolon,all,all
2160-01-01,97210470.8248435,total,total,topvolon,all,all
2180-01-01,107580254.7702017,total,total,topvolon,all,all
2200-01-01,118632132.66972306,total,total,topvolon,all,all
2020-01-01,1807934.3088470898,dissolved_water,total,topvolon,all,all
2040-01-01,2071942.9152061746,dissolved_water,total,topvolon,all,all
2060-01-01,2358463.3916039392,dissolved_water,total,topvolon,all,all
2080-01-01,2668642.6211999548,dissolved_water,total,topvolon,all,all
2100-01-01,3003804.8372551636,dissolved_water,total,topvolon,all,all
2120-01-01,3365120.4825559617,dissolved_water,total,topvolon,all,all
2140-01-01,3753495.7988986787,dissolved_water,total,topvolon,all,all
2160-01-01,4169707.5286025302,dissolved_water,total,topvolon,all,all
2180-01-01,4614504.944148958,dissolved_water,total,topvolon,all,all
2200-01-01,5088559.828276242,dissolved_water,total,topvolon,all,all
2020-01-01,40341339.75362317,gas,total,topvolon,all,all
2040-01-01,46232295.43431057,gas,total,topvolon,all,all
2060-01-01,52625569.696638756,gas,total,topvolon,all,all
2080-01-01,59546753.51643664,gas,total,topvolon,all,all
2100-01-01,67025395.17078006,gas,total,topvolon,all,all
2120-01-01,75087611.33319922,gas,total,topvolon,all,all
2140-01-01,83753623.42878997,gas,total,topvolon,all,all
2160-01-01,93040763.29624097,gas,total,topvolon,all,all
2180-01-01,102965749.82605274,gas,total,topvolon,all,all
2200-01-01,113543572.84144683,gas,total,topvolon,all,all
2020-01-01,42149274.062470265,total,contained,topvolon,all,all
2040-01-01,48304238.34951674,total,contained,topvolon,all,all
2060-01-01,54984033.088242695,total,contained,topvolon,all,all
2080-01-01,62215396.137636594,total,contained,topvolon,all,all
2100-01-01,70029200.00803523,total,contained,topvolon,all,all
2120-01-01,78452731.81575517,total,contained,topvolon,all,all
2140-01-01,87507119.22768866,total,contained,topvolon,all,all
2160-01-01,97210470.8248435,total,contained,topvolon,all,all
2180-01-01,107580254.77020168,total,contained,topvolon,all,all
2200-01-01,118632132.66972293,total,contained,topvolon,all,all
2020-01-01,1807934.3088470898,dissolved_water,contained,topvolon,all,all
2040-01-01,2071942.9152061746,dissolved_water,contained,topvolon,all,all
2060-01-01,2358463.3916039392,dissolved_water,contained,topvolon,all,all
2080-01-01,2668642.6211999548,dissolved_water,contained,topvolon,all,all
2100-01-01,3003804.8372551636,dissolved_water,contained,topvolon,all,all
2120-01-01,3365120.4825559617,dissolved_water,contained,topvolon,all,all
2140-01-01,3753495.7988986787,dissolved_water,contained,topvolon,all,all
2160-01-01,4169707.5286025302,dissolved_water,contained,topvolon,all,all
2180-01-01,4614504.944148957,dissolved_water,contained,topvolon,all,all
2200-01-01,5088559.828276238,dissolved_water,contained,topvolon,all,all
2020-01-01,40341339.75362317,gas,contained,topvolon,all,all
2040-01-01,46232295.43431057,gas,contained,topvolon,all,all
2060-01-01,52625569.696638756,gas,contained,topvolon,all,all
2080-01-01,59546753.51643664,gas,contained,topvolon,all,all
2100-01-01,67025395.17078006,gas,contained,topvolon,all,all
2120-01-01,75087611.33319922,gas,contained,topvolon,all,all
2140-01-01,83753623.42878997,gas,contained,topvolon,all,all
2160-01-01,93040763.29624097,gas,contained,topvolon,all,all
2180-01-01,102965749.82605273,gas,contained,topvolon,all,all
2200-01-01,113543572.8414467,gas,contained,topvolon,all,all
2020-01-01,0.0,total,hazardous,topvolon,all,all
2040-01-01,0.0,total,hazardous,topvolon,all,all
2060-01-01,0.0,total,hazardous,topvolon,all,all
2080-01-01,0.0,total,hazardous,topvolon,all,all
2100-01-01,0.0,total,hazardous,topvolon,all,all
2120-01-01,0.0,total,hazardous,topvolon,all,all
2140-01-01,0.0,total,hazardous,topvolon,all,all
2160-01-01,0.0,total,hazardous,topvolon,all,all
2180-01-01,0.0,total,hazardous,topvolon,all,all
2200-01-01,0.0,total,hazardous,topvolon,all,all
2020-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2040-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2060-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2080-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2100-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2120-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2140-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2160-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2180-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2200-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2020-01-01,0.0,gas,hazardous,topvolon,all,all
2040-01-01,0.0,gas,hazardous,topvolon,all,all
2060-01-01,0.0,gas,hazardous,topvolon,all,all
2080-01-01,0.0,gas,hazardous,topvolon,all,all
2100-01-01,0.0,gas,hazardous,topvolon,all,all
2120-01-01,0.0,gas,hazardous,topvolon,all,all
2140-01-01,0.0,gas,hazardous,topvolon,all,all
2160-01-01,0.0,gas,hazardous,topvolon,all,all
2180-01-01,0.0,gas,hazardous,topvolon,all,all
2200-01-01,0.0,gas,hazardous,topvolon,all,all
2020-01-01,0.0,total,outside,topvolon,all,all
2040-01-01,0.0,total,outside,topvolon,all,all
2060-01-01,0.0,total,outside,topvolon,all,all
2080-01-01,0.0,total,outside,topvolon,all,all
2100-01-01,0.0,total,outside,topvolon,all,all
2120-01-01,0.0,total,outside,topvolon,all,all
2140-01-01,0.0,total,outside,topvolon,all,all
2160-01-01,2.330642929754346e-09,total,outside,topvolon,all,all
2180-01-01,2.2286704859859472e-08,total,outside,topvolon,all,all
2200-01-01,1.3934174061717427e-07,total,outside,topvolon,all,all
2020-01-01,0.0,dissolved_water,outside,topvolon,all,all
