date,amount,phase,containment,zone,plume_group,region
2060-01-01,65.50922012044126,dissolved_water,hazardous,all,all,all
2080-01-01,141.25065063597924,dissolved_water,hazardous,all,all,all
2100-01-01,281.28270728447234,dissolved_water,hazardous,all,all,all
2120-01-01,522.4937570160553,dissolved_water,hazardous,all,all,all
2140-01-01,912.4293543800726,dissolved_water,hazardous,all,all,all
2160-01-01,1507.3773976186565,dissolved_water,hazardous,all,all,all
2180-01-01,2368.169471556229,dissolved_water,hazardous,all,all,all
2200-01-01,3554.1521576273344,dissolved_water,hazardous,all,all,all
2020-01-01,562.0260175622049,gas,hazardous,all,all,all
2040-01-01,1481.955321958154,gas,hazardous,all,all,all
2060-01-01,3504.4446646768674,gas,hazardous,all,all,all
2080-01-01,7556.265943836721,gas,hazardous,all,all,all
2100-01-01,15047.342664080159,gas,hazardous,all,all,all
2120-01-01,27951.03430838329,gas,hazardous,all,all,all
2140-01-01,48810.811317444604,gas,hazardous,all,all,all
2160-01-01,80637.81966915622,gas,hazardous,all,all,all
2180-01-01,126686.27186200062,gas,hazardous,all,all,all
2200-01-01,190130.9394822176,gas,hazardous,all,all,all
2020-01-01,709345.9169831603,total,outside,all,all,all
2040-01-01,1082997.9201612114,total,outside,all,all,all
2060-01-01,1542923.4967069712,total,outside,all,all,all
2080-01-01,2083084.520333598,total,outside,all,all,all
2100-01-01,2695719.776271899,total,outside,all,all,all
2120-01-01,3371981.169528523,total,outside,all,all,all
2140-01-01,4102957.7946896646,total,outside,all,all,all
2160-01-01,4881209.69049999,total,outside,all,all,all
2180-01-01,5702157.123703169,total,outside,all,all,all
2200-01-01,6564709.1051048385,total,outside,all,all,all
2020-01-01,6056.051283775135,dissolved_water,outside,all,all,all
2040-01-01,9246.110801077333,dissolved_water,outside,all,all,all
2060-01-01,13172.732230191858,dissolved_water,outside,all,all,all
2080-01-01,17784.364978416983,dissolved_water,outside,all,all,all
2100-01-01,23014.74755958455,dissolved_water,outside,all,all,all
2120-01-01,28788.33923149737,dissolved_water,outside,all,all,all
2140-01-01,35029.063007062345,dissolved_water,outside,all,all,all
2160-01-01,41673.40010674914,dissolved_water,outside,all,all,all
2180-01-01,48682.250989977714,dissolved_water,outside,all,all,all
2200-01-01,56046.30132032504,dissolved_water,outside,all,all,all
2020-01-01,703289.8656993852,gas,outside,all,all,all
2040-01-01,1073751.8093601342,gas,outside,all,all,all
2060-01-01,1529750.7644767791,gas,outside,all,all,all
2080-01-01,2065300.155355181,gas,outside,all,all,all
2100-01-01,2672705.0287123146,gas,outside,all,all,all
2120-01-01,3343192.830297026,gas,outside,all,all,all
2140-01-01,4067928.7316826023,gas,outside,all,all,all
2160-01-01,4839536.290393242,gas,outside,all,all,all
2180-01-01,5653474.872713191,gas,outside,all,all,all
2200-01-01,6508662.803784513,gas,outside,all,all,all
2020-01-01,648266.0580273696,total,total,toptherys,all,all
2040-01-01,736019.956717814,total,total,toptherys,all,all
2060-01-01,829029.4327676945,total,total,toptherys,all,all
2080-01-01,927100.7138257592,total,total,toptherys,all,all
2100-01-01,1030025.9024554944,total,total,toptherys,all,all
2120-01-01,1137614.4591525267,total,total,toptherys,all,all
2140-01-01,1249701.2269012155,total,total,toptherys,all,all
2160-01-01,1366133.3226000264,total,total,toptherys,all,all
2180-01-01,1486751.3946260042,total,total,toptherys,all,all
2200-01-01,1611377.7817911978,total,total,toptherys,all,all
2020-01-01,19100.24251945028,dissolved_water,total,toptherys,all,all
2040-01-01,21685.78702893003,dissolved_water,total,toptherys,all,all
2060-01-01,24426.179692037207,dissolved_water,total,toptherys,all,all
2080-01-01,27315.711280504565,dissolved_water,total,toptherys,all,all
2100-01-01,30348.256390399965,dissolved_water,total,toptherys,all,all
2120-01-01,33518.20104468395,dissolved_water,total,toptherys,all,all
2140-01-01,36820.67912533478,dissolved_water,total,toptherys,all,all
2160-01-01,40251.18614744997,dissolved_water,total,toptherys,all,all
2180-01-01,43805.027039045606,dissolved_water,total,toptherys,all,all
2200-01-01,47476.9672592287,dissolved_water,total,toptherys,all,all
2020-01-01,629165.8155079193,gas,total,toptherys,all,all
2040-01-01,714334.1696888839,gas,total,toptherys,all,all
2060-01-01,804603.2530756572,gas,total,toptherys,all,all
2080-01-01,899785.0025452547,gas,total,toptherys,all,all
2100-01-01,999677.6460650944,gas,total,toptherys,all,all
2120-01-01,1104096.2581078429,gas,total,toptherys,all,all
2140-01-01,1212880.5477758807,gas,total,toptherys,all,all
2160-01-01,1325882.1364525764,gas,total,toptherys,all,all
2180-01-01,1442946.3675869585,gas,total,toptherys,all,all
2200-01-01,1563900.8145319691,gas,total,toptherys,all,all
2020-01-01,648266.0580273696,total,contained,toptherys,all,all
2040-01-01,736019.9567178132,total,contained,toptherys,all,all
2060-01-01,829029.4327676857,total,contained,toptherys,all,all
2080-01-01,927100.7138256837,total,contained,toptherys,all,all
2100-01-01,1030025.9024549734,total,contained,toptherys,all,all
2120-01-01,1137614.4591495488,total,contained,toptherys,all,all
2140-01-01,1249701.2268867414,total,contained,toptherys,all,all
2160-01-01,1366133.322538868,total,contained,toptherys,all,all
2180-01-01,1486751.394397252,total,contained,toptherys,all,all
2200-01-01,1611377.7810222686,total,contained,toptherys,all,all
2020-01-01,19100.24251945028,dissolved_water,contained,toptherys,all,all
2040-01-01,21685.787028930023,dissolved_water,contained,toptherys,all,all
2060-01-01,24426.17969203713,dissolved_water,contained,toptherys,all,all
2080-01-01,27315.71128050392,dissolved_water,contained,toptherys,all,all
2100-01-01,30348.256390395516,dissolved_water,contained,toptherys,all,all
2120-01-01,33518.20104465853,dissolved_water,contained,toptherys,all,all
2140-01-01,36820.6791252112,dissolved_water,contained,toptherys,all,all
2160-01-01,40251.18614692783,dissolved_water,contained,toptherys,all,all
2180-01-01,43805.02703709263,dissolved_water,contained,toptherys,all,all
2200-01-01,47476.967252663955,dissolved_water,contained,toptherys,all,all
2020-01-01,629165.8155079193,gas,contained,toptherys,all,all
2040-01-01,714334.1696888831,gas,contained,toptherys,all,all
2060-01-01,804603.2530756486,gas,contained,toptherys,all,all
2080-01-01,899785.0025451798,gas,contained,toptherys,all,all
2100-01-01,999677.6460645779,gas,contained,toptherys,all,all
2120-01-01,1104096.2581048904,gas,contained,toptherys,all,all
2140-01-01,1212880.5477615301,gas,contained,toptherys,all,all
2160-01-01,1325882.1363919403,gas,contained,toptherys,all,all
2180-01-01,1442946.3673601593,gas,contained,toptherys,all,all
2200-01-01,1563900.8137696045,gas,contained,toptherys,all,all
2020-01-01,0.0,total,hazardous,toptherys,all,all
2040-01-01,0.0,total,hazardous,toptherys,all,all
2060-01-01,0.0,total,hazardous,toptherys,all,all
2080-01-01,0.0,total,hazardous,toptherys,all,all
2100-01-01,0.0,total,hazardous,toptherys,all,all
2120-01-01,0.0,total,hazardous,toptherys,all,all
2140-01-01,0.0,total,hazardous,toptherys,all,all
2160-01-01,0.0,total,hazardous,toptherys,all,all
2180-01-01,0.0,total,hazardous,toptherys,all,all
2200-01-01,0.0,total,hazardous,toptherys,all,all
2020-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2040-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2060-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2080-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2100-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2120-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2140-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2160-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2180-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2200-01-01,0.0,dissolved_water,hazardous,toptherys,all,all
2020-01-01,0.0,gas,hazardous,toptherys,all,all
2040-01-01,0.0,gas,hazardous,toptherys,all,all
2060-01-01,0.0,gas,hazardous,toptherys,all,all
2080-01-01,0.0,gas,hazardous,toptherys,all,all
2100-01-01,0.0,gas,hazardous,toptherys,all,all
2120-01-01,0.0,gas,hazardous,toptherys,all,all
2140-01-01,0.0,gas,hazardous,toptherys,all,all
2160-01-01,0.0,gas,hazardous,toptherys,all,all
2180-01-01,0.0,gas,hazardous,toptherys,all,all
2200-01-01,0.0,gas,hazardous,toptherys,all,all
2020-01-01,4.4710048505785933e-11,total,outside,toptherys,all,all
2040-01-01,7.680820694077166e-10,total,outside,toptherys,all,all
2060-01-01,8.747582938800253e-09,total,outside,toptherys,all,all
2080-01-01,7.546870560523262e-08,total,outside,toptherys,all,all
2100-01-01,5.210225956287088e-07,total,outside,toptherys,all,all
2120-01-01,2.9778588767653364e-06,total,outside,toptherys,all,all
2140-01-01,1.4474112225793714e-05,total,outside,toptherys,all,all
2160-01-01,6.115825740539888e-05,total,outside,toptherys,all,all
2180-01-01,0.000228752234659257,total,outside,toptherys,all,all
2200-01-01,0.0007689292388178779,total,outside,toptherys,all,all
2020-01-01,3.8171270203778644e-13,dissolved_water,outside,toptherys,all,all
2040-01-01,6.5575120559856425e-12,dissolved_water,outside,toptherys,all,all
2060-01-01,7.468261904115305e-11,dissolved_water,outside,toptherys,all,all
2080-01-01,6.44315193085501e-10,dissolved_water,outside,toptherys,all,all
2100-01-01,4.448238135425825e-09,dissolved_water,outside,toptherys,all,all
2120-01-01,2.542351431334738e-08,dissolved_water,outside,toptherys,all,all
2140-01-01,1.2357294773658973e-07,dissolved_water,outside,toptherys,all,all
2160-01-01,5.221395293972047e-07,dissolved_water,outside,toptherys,all,all
2180-01-01,1.9529755951319752e-06,dissolved_water,outside,toptherys,all,all
2200-01-01,6.5647447773859465e-06,dissolved_water,outside,toptherys,all,all
2020-01-01,4.432833580374815e-11,gas,outside,toptherys,all,all
2040-01-01,7.615245573517309e-10,gas,outside,toptherys,all,all
2060-01-01,8.672900319759099e-09,gas,outside,toptherys,all,all
2080-01-01,7.482439041214713e-08,gas,outside,toptherys,all,all
2100-01-01,5.16574357493283e-07,gas,outside,toptherys,all,all
2120-01-01,2.952435362451989e-06,gas,outside,toptherys,all,all
2140-01-01,1.4350539278057124e-05,gas,outside,toptherys,all,all
2160-01-01,6.063611787600167e-05,gas,outside,toptherys,all,all
2180-01-01,0.00022679925906412505,gas,outside,toptherys,all,all
2200-01-01,0.000762364494040492,gas,outside,toptherys,all,all
2020-01-01,12751612.662490826,total,total,topvolantis,all,all
2040-01-01,14017262.043667136,total,total,topvolantis,all,all
2060-01-01,15338887.516612638,total,total,topvolantis,all,all
2080-01-01,16715832.61763731,total,total,topvolantis,all,all
2100-01-01,18142378.92837832,total,total,topvolantis,all,all
2120-01-01,19609969.091998663,total,total,topvolantis,all,all
2140-01-01,21110388.118656777,total,total,topvolantis,all,all
2160-01-01,22638474.863009125,total,total,topvolantis,all,all
2180-01-01,24193486.80476164,total,total,topvolantis,all,all
2200-01-01,25779043.26034665,total,total,topvolantis,all,all
2020-01-01,360858.0460697019,dissolved_water,total,topvolantis,all,all
2040-01-01,390319.1320478703,dissolved_water,total,topvolantis,all,all
2060-01-01,419611.6252218617,dissolved_water,total,topvolantis,all,all
2080-01-01,448832.0459314427,dissolved_water,total,topvolantis,all,all
2100-01-01,477958.35881038546,dissolved_water,total,topvolantis,all,all
2120-01-01,506901.24856239196,dissolved_water,total,topvolantis,all,all
2140-01-01,535576.3473015999,dissolved_water,total,topvolantis,all,all
2160-01-01,563953.188634884,dissolved_water,total,topvolantis,all,all
2180-01-01,592068.8895775613,dissolved_water,total,topvolantis,all,all
2200-01-01,620016.9761607985,dissolved_water,total,topvolantis,all,all
2020-01-01,12390754.616421124,gas,total,topvolantis,all,all
2040-01-01,13626942.911619266,gas,total,topvolantis,all,all
2060-01-01,14919275.891390776,gas,total,topvolantis,all,all
2080-01-01,16267000.571705867,gas,total,topvolantis,all,all
2100-01-01,17664420.569567937,gas,total,topvolantis,all,all
2120-01-01,19103067.84343627,gas,total,topvolantis,all,all
2140-01-01,20574811.771355174,gas,total,topvolantis,all,all
2160-01-01,22074521.674374238,gas,total,topvolantis,all,all
2180-01-01,23601417.91518408,gas,total,topvolantis,all,all
2200-01-01,25159026.284185853,gas,total,topvolantis,all,all
2020-01-01,12041694.21343576,total,contained,topvolantis,all,all
2040-01-01,12932754.465724183,total,contained,topvolantis,all,all
2060-01-01,13792394.066020887,total,contained,topvolantis,all,all
2080-01-01,14625050.58070939,total,contained,topvolantis,all,all
2100-01-01,15431330.5267361,total,contained,topvolantis,all,all
2120-01-01,16209514.394410692,total,contained,topvolantis,all,all
2140-01-01,16957707.083324235,total,contained,topvolantis,all,all
2160-01-01,17675119.975564674,total,contained,topvolantis,all,all
2180-01-01,18362275.24018242,total,contained,topvolantis,all,all
2200-01-01,19020649.06513983,total,contained,topvolantis,all,all
2020-01-01,354791.48873158125,dissolved_water,contained,topvolantis,all,all
2040-01-01,381045.3187870072,dissolved_water,contained,topvolantis,all,all
2060-01-01,406373.38377154956,dissolved_water,contained,topvolantis,all,all
2080-01-01,430906.430302391,dissolved_water,contained,topvolantis,all,all
2100-01-01,454662.3285435253,dissolved_water,contained,topvolantis,all,all
2120-01-01,477590.4155739294,dissolved_water,contained,topvolantis,all,all
2140-01-01,499634.85494040465,dissolved_water,contained,topvolantis,all,all
2160-01-01,520772.4111315605,dissolved_water,contained,topvolantis,all,all
2180-01-01,541018.4691199333,dissolved_water,contained,topvolantis,all,all
2200-01-01,560416.5226959756,dissolved_water,contained,topvolantis,all,all
2020-01-01,11686902.724704178,gas,contained,topvolantis,all,all
2040-01-01,12551709.146937177,gas,contained,topvolantis,all,all
2060-01-01,13386020.682249337,gas,contained,topvolantis,all,all
2080-01-01,14194144.150407,gas,contained,topvolantis,all,all
2100-01-01,14976668.198192574,gas,contained,topvolantis,all,all
2120-01-01,15731923.978836764,gas,contained,topvolantis,all,all
2140-01-01,16458072.22838383,gas,contained,topvolantis,all,all
2160-01-01,17154347.564433113,gas,contained,topvolantis,all,all
2180-01-01,17821256.771062486,gas,contained,topvolantis,all,all
2200-01-01,18460232.542443853,gas,contained,topvolantis,all,all
2020-01-01,572.5320719077063,total,hazardous,topvolantis,all,all
2040-01-01,1509.6577817439666,total,hazardous,topvolantis,all,all
2060-01-01,3569.9538847973085,total,hazardous,topvolantis,all,all
2080-01-01,7697.5165944727005,total,hazardous,topvolantis,all,all
2100-01-01,15328.625371364631,total,hazardous,topvolantis,all,all
2120-01-01,28473.528065399343,total,hazardous,topvolantis,all,all
2140-01-01,49723.24067182468,total,hazardous,topvolantis,all,all
2160-01-01,82145.19706677487,total,hazardous,topvolantis,all,all
2180-01-01,129054.44133355685,total,hazardous,topvolantis,all,all
2200-01-01,193685.09163984493,total,hazardous,topvolantis,all,all
2020-01-01,10.506054345501362,dissolved_water,hazardous,topvolantis,all,all
2040-01-01,27.702459785812504,dissolved_water,hazardous,topvolantis,all,all
2060-01-01,65.50922012044126,dissolved_water,hazardous,topvolantis,all,all
2080-01-01,141.25065063597924,dissolved_water,hazardous,topvolantis,all,all
2100-01-01,281.28270728447234,dissolved_water,hazardous,topvolantis,all,all
2120-01-01,522.4937570160553,dissolved_water,hazardous,topvolantis,all,all
2140-01-01,912.4293543800726,dissolved_water,hazardous,topvolantis,all,all
2160-01-01,1507.3773976186565,dissolved_water,hazardous,topvolantis,all,all
2180-01-01,2368.169471556229,dissolved_water,hazardous,topvolantis,all,all
2200-01-01,3554.1521576273344,dissolved_water,hazardous,topvolantis,all,all
2020-01-01,562.0260175622049,gas,hazardous,topvolantis,all,all
2040-01-01,1481.955321958154,gas,hazardous,topvolantis,all,all
2060-01-01,3504.4446646768674,gas,hazardous,topvolantis,all,all
2080-01-01,7556.265943836721,gas,hazardous,topvolantis,all,all
2100-01-01,15047.342664080159,gas,hazardous,topvolantis,all,all
2120-01-01,27951.03430838329,gas,hazardous,topvolantis,all,all
2140-01-01,48810.811317444604,gas,hazardous,topvolantis,all,all
2160-01-01,80637.81966915622,gas,hazardous,topvolantis,all,all
2180-01-01,126686.27186200062,gas,hazardous,topvolantis,all,all
2200-01-01,190130.9394822176,gas,hazardous,topvolantis,all,all
2020-01-01,709345.9169831602,total,outside,topvolantis,all,all
2040-01-01,1082997.9201612098,total,outside,topvolantis,all,all
2060-01-01,1542923.4967069537,total,outside,topvolantis,all,all
2080-01-01,2083084.520333447,total,outside,topvolantis,all,all
2100-01-01,2695719.776270857,total,outside,topvolantis,all,all
2120-01-01,3371981.169522567,total,outside,topvolantis,all,all
2140-01-01,4102957.7946607163,total,outside,topvolantis,all,all
2160-01-01,4881209.690377674,total,outside,topvolantis,all,all
2180-01-01,5702157.123245664,total,outside,topvolantis,all,all
2200-01-01,6564709.10356698,total,outside,topvolantis,all,all
2020-01-01,6056.051283775134,dissolved_water,outside,topvolantis,all,all
2040-01-01,9246.11080107732,dissolved_water,outside,topvolantis,all,all
2060-01-01,13172.732230191708,dissolved_water,outside,topvolantis,all,all
2080-01-01,17784.364978415695,dissolved_water,outside,topvolantis,all,all
2100-01-01,23014.747559575655,dissolved_water,outside,topvolantis,all,all
2120-01-01,28788.339231446524,dissolved_water,outside,topvolantis,all,all
2140-01-01,35029.0630068152,dissolved_water,outside,topvolantis,all,all
2160-01-01,41673.40010570486,dissolved_water,outside,topvolantis,all,all
2180-01-01,48682.25098607176,dissolved_water,outside,topvolantis,all,all
2200-01-01,56046.30130719555,dissolved_water,outside,topvolantis,all,all
2020-01-01,703289.8656993851,gas,outside,topvolantis,all,all
2040-01-01,1073751.8093601326,gas,outside,topvolantis,all,all
2060-01-01,1529750.764476762,gas,outside,topvolantis,all,all
2080-01-01,2065300.1553550314,gas,outside,topvolantis,all,all
2100-01-01,2672705.0287112813,gas,outside,topvolantis,all,all
2120-01-01,3343192.830291121,gas,outside,topvolantis,all,all
2140-01-01,4067928.7316539013,gas,outside,topvolantis,all,all
2160-01-01,4839536.2902719695,gas,outside,topvolantis,all,all
2180-01-01,5653474.872259593,gas,outside,topvolantis,all,all
2200-01-01,6508662.802259784,gas,outside,topvolantis,all,all
2020-01-01,648266.0580273696,total,total,topvolon,all,all
2040-01-01,736019.956717814,total,total,topvolon,all,all
2060-01-01,829029.4327676945,total,total,topvolon,all,all
2080-01-01,927100.7138257592,total,total,topvolon,all,all
2100-01-01,1030025.9024554944,total,total,topvolon,all,all
2120-01-01,1137614.4591525267,total,total,topvolon,all,all
2140-01-01,1249701.2269012155,total,total,topvolon,all,all
2160-01-01,1366133.3226000264,total,total,topvolon,all,all
2180-01-01,1486751.3946260042,total,total,topvolon,all,all
2200-01-01,1611377.7817911978,total,total,topvolon,all,all
2020-01-01,19100.24251945028,dissolved_water,total,topvolon,all,all
2040-01-01,21685.78702893003,dissolved_water,total,topvolon,all,all
2060-01-01,24426.179692037207,dissolved_water,total,topvolon,all,all
2080-01-01,27315.711280504565,dissolved_water,total,topvolon,all,all
2100-01-01,30348.256390399965,dissolved_water,total,topvolon,all,all
2120-01-01,33518.20104468395,dissolved_water,total,topvolon,all,all
2140-01-01,36820.67912533478,dissolved_water,total,topvolon,all,all
2160-01-01,40251.18614744997,dissolved_water,total,topvolon,all,all
2180-01-01,43805.027039045606,dissolved_water,total,topvolon,all,all
2200-01-01,47476.9672592287,dissolved_water,total,topvolon,all,all
2020-01-01,629165.8155079193,gas,total,topvolon,all,all
2040-01-01,714334.1696888839,gas,total,topvolon,all,all
2060-01-01,804603.2530756572,gas,total,topvolon,all,all
2080-01-01,899785.0025452547,gas,total,topvolon,all,all
2100-01-01,999677.6460650944,gas,total,topvolon,all,all
2120-01-01,1104096.2581078429,gas,total,topvolon,all,all
2140-01-01,1212880.5477758807,gas,total,topvolon,all,all
2160-01-01,1325882.1364525764,gas,total,topvolon,all,all
2180-01-01,1442946.3675869585,gas,total,topvolon,all,all
2200-01-01,1563900.8145319691,gas,total,topvolon,all,all
2020-01-01,648266.0580273696,total,contained,topvolon,all,all
2040-01-01,736019.9567178132,total,contained,topvolon,all,all
2060-01-01,829029.4327676857,total,contained,topvolon,all,all
2080-01-01,927100.7138256837,total,contained,topvolon,all,all
2100-01-01,1030025.9024549734,total,contained,topvolon,all,all
2120-01-01,1137614.4591495488,total,contained,topvolon,all,all
2140-01-01,1249701.2268867414,total,contained,topvolon,all,all
2160-01-01,1366133.322538868,total,contained,topvolon,all,all
2180-01-01,1486751.394397252,total,contained,topvolon,all,all
2200-01-01,1611377.7810222686,total,contained,topvolon,all,all
2020-01-01,19100.24251945028,dissolved_water,contained,topvolon,all,all
2040-01-01,21685.787028930023,dissolved_water,contained,topvolon,all,all
2060-01-01,24426.17969203713,dissolved_water,contained,topvolon,all,all
2080-01-01,27315.71128050392,dissolved_water,contained,topvolon,all,all
2100-01-01,30348.256390395516,dissolved_water,contained,topvolon,all,all
2120-01-01,33518.20104465853,dissolved_water,contained,topvolon,all,all
2140-01-01,36820.6791252112,dissolved_water,contained,topvolon,all,all
2160-01-01,40251.18614692783,dissolved_water,contained,topvolon,all,all
2180-01-01,43805.02703709263,dissolved_water,contained,topvolon,all,all
2200-01-01,47476.967252663955,dissolved_water,contained,topvolon,all,all
2020-01-01,629165.8155079193,gas,contained,topvolon,all,all
2040-01-01,714334.1696888831,gas,contained,topvolon,all,all
2060-01-01,804603.2530756486,gas,contained,topvolon,all,all
2080-01-01,899785.0025451798,gas,contained,topvolon,all,all
2100-01-01,999677.6460645779,gas,contained,topvolon,all,all
2120-01-01,1104096.2581048904,gas,contained,topvolon,all,all
2140-01-01,1212880.5477615301,gas,contained,topvolon,all,all
2160-01-01,1325882.1363919403,gas,contained,topvolon,all,all
2180-01-01,1442946.3673601593,gas,contained,topvolon,all,all
2200-01-01,1563900.8137696045,gas,contained,topvolon,all,all
2020-01-01,0.0,total,hazardous,topvolon,all,all
2040-01-01,0.0,total,hazardous,topvolon,all,all
2060-01-01,0.0,total,hazardous,topvolon,all,all
2080-01-01,0.0,total,hazardous,topvolon,all,all
2100-01-01,0.0,total,hazardous,topvolon,all,all
2120-01-01,0.0,total,hazardous,topvolon,all,all
2140-01-01,0.0,total,hazardous,topvolon,all,all
2160-01-01,0.0,total,hazardous,topvolon,all,all
2180-01-01,0.0,total,hazardous,topvolon,all,all
2200-01-01,0.0,total,hazardous,topvolon,all,all
2020-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2040-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2060-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2080-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2100-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2120-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2140-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2160-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2180-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2200-01-01,0.0,dissolved_water,hazardous,topvolon,all,all
2020-01-01,0.0,gas,hazardous,topvolon,all,all
2040-01-01,0.0,gas,hazardous,topvolon,all,all
2060-01-01,0.0,gas,hazardous,topvolon,all,all
2080-01-01,0.0,gas,hazardous,topvolon,all,all
2100-01-01,0.0,gas,hazardous,topvolon,all,all
2120-01-01,0.0,gas,hazardous,topvolon,all,all
2140-01-01,0.0,gas,hazardous,topvolon,all,all
2160-01-01,0.0,gas,hazardous,topvolon,all,all
2180-01-01,0.0,gas,hazardous,topvolon,all,all
2200-01-01,0.0,gas,hazardous,topvolon,all,all
2020-01-01,4.4710048505785933e-11,total,outside,topvolon,all,all
2040-01-01,7.680820694077166e-10,total,outside,topvolon,all,all
2060-01-01,8.747582938800253e-09,total,outside,topvolon,all,all
2080-01-01,7.546870560523262e-08,total,outside,topvolon,all,all
2100-01-01,5.210225956287088e-07,total,outside,topvolon,all,all
2120-01-01,2.9778588767653364e-06,total,outside,topvolon,all,all
